Compound Name,mz_x,rt_x,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA5.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA4.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA1.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA3.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA2.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB4.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB5.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB3.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB2.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB1.mzML,Compound formula,mz_y,rt_y,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
724,491.106,13.07,382981308.71828926,407472627.84902656,384201611.32579947,449895914.9758641,398247611.506669,408074093.1589055,421647365.36551046,396171774.4918418,427567706.1935648,428306637.6059878,C23H21Cl2FN4O3,491.106,13.07,1.02,0.721,1/1,404559814.8751297,6.7510382753067075,416353515.3631621,3.3377996108067345,1.0291519326794052,1.0089724830190248
725,486.0967,7.72,260038746.6555139,249329979.5562552,269727736.1265968,263571165.7079522,264828407.0946596,230123414.1992765,236411202.66472423,242152889.96192464,239938696.7616165,272480560.3111261,C20H17Cl2N9O2,486.0967,7.72,0.95,0.047,1/1,261499207.02819553,2.9205506344369763,244221352.77973357,6.731157287722528,0.9339276992660287,0.9830817887010829
726,439.2235,30.7,442075933.0805628,462249461.35404205,480181105.85800064,455518770.282336,543924391.963135,456520570.0317181,461742413.5300304,453661574.704929,446737793.7681971,537172829.1609871,C25H30N2O5,439.2235,30.7,0.99,0.79,1/1,476789932.50761527,8.381232296425955,471167036.23917234,7.915215812720279,0.9882067638490812,0.9981886503526073
728,383.1757,28.18,843294459.5942082,750808745.5265508,779112230.430684,740932788.6726925,853101767.722264,941189849.7333884,929544011.3575382,969081876.3895468,963204339.0567812,1068328127.5796748,C25H22N2O2,383.1757,28.18,0.95,0.302,1/1,793449998.38928,6.556296123108325,974269640.823386,5.643156249013717,1.227890406202248,1.292516217054998
729,533.228,18.1,771261956.9614272,755105865.7277696,572902983.5184777,763049483.2546514,737548431.8268774,1167167147.5864508,972261786.710732,943823958.006329,767399815.4840614,525441362.9259772,C29H27F3N6O,533.228,18.1,1.27,0.004,1/1,719973744.2578408,11.549711744458655,875218814.14271,27.59534900622686,1.215626015702695,0.9571858391359803
730,524.3355,13.16,742041501.2049193,796952617.231793,815571020.7770822,931854413.6914108,834129396.5379653,604436721.6177578,602254153.6842802,609492626.8512132,686089375.4774096,578829087.8485006,C28H41N7O3,524.3355,13.16,0.92,0.252,1/1,824109789.8886342,8.41890919152292,616220393.0958323,6.621205628631492,0.7477406538018497,0.8127615802194018
733,278.1907,12.4,1058878208.4402428,1118947653.0093312,812949607.4828659,1298121758.339466,1099308667.1898618,513816194.17992336,292784677.35955507,624701158.2577848,697121986.3514268,609057668.1000803,C20H23N,278.1907,12.4,0.55,0.0,1/2,1077641178.8923535,16.152845869130946,547496336.8497541,28.611146591356434,0.5080506828928852,0.9237285143507004
734,416.2801,14.59,39306245.14916213,40613298.12047932,42942351.08256365,50533224.07429624,42141553.31688686,34809400.580167435,34507181.72886519,36382767.74543741,44335929.66071329,37548128.05784637,C25H37NO4,416.2801,14.59,0.92,0.142,1/1,43107334.34867765,10.162980073061323,37516681.55460594,10.67652011365755,0.8703085477554422,0.9459875519080893
735,368.1742,0.52,51335488.49875181,41897933.5755896,20263803.218141604,55275444.22418865,52345893.55282503,53995220.05122099,48798243.95069186,42935950.69770336,43769880.86010939,50283411.8992253,C18H26ClN3O3,368.1742,0.52,1.26,0.266,1/1,44223712.613899335,32.33983231972723,47956541.491790175,9.630634913374053,1.084407858527862,0.8606411575617953
737,316.1774,0.54,73562472.9202212,67132114.56484057,69258677.5576214,75613060.64406864,73607073.66049017,65497825.87615569,62151243.00955293,54992940.3076198,65680179.60171822,66060231.69913566,C16H21N5O2,316.1774,0.54,1.0,0.999,1/1,71834679.8694484,4.879885293505894,62876484.09883647,7.440403775155348,0.8752942758721489,0.8752942758721489
738,256.0972,3.86,39578545.25715104,38853166.26804291,40389665.74282223,38763329.09142331,45014948.79899508,35744837.70826468,33296163.552312437,34721542.76331791,41714312.12598413,41688456.73946812,C15H13NO3,256.0972,3.86,1.09,0.109,1/1,40519931.03168692,6.4085358344110155,37433062.57786946,10.66517201809508,0.9238185165862326,0.8475399234736078
739,348.146,3.27,5070756.539996712,4325755.108843167,4506238.626122089,6155141.634516276,5571230.533171746,5292803.659814347,6069187.95865433,4876029.3963730335,6375995.187578715,6235804.004156398,C19H17N5O2,348.146,3.27,1.03,0.755,1/1,5125824.488529999,14.744867220181007,5769964.041315365,11.300564130433878,1.1256655498499315,1.092879174611584
740,292.1118,3.23,47835164.4122414,41459872.77232212,31300790.14340513,45172557.62916227,50261021.0352053,46364293.10982691,47170966.80627984,49463424.12830964,45738901.26994753,38954508.24273197,C14H17N3O2S,292.1118,3.23,2.31,0.001,2/1,43205881.19846724,17.159046587264328,45538418.71141918,8.655282470484188,1.053986574240608,0.4562712442600035
741,502.2373,15.0,259419805.17459643,263448171.4271284,176454651.2831636,307952156.2084075,259409873.0099923,215859502.8906712,125879367.28866604,276223053.11213297,317714919.3081973,238951594.59055367,C27H31N7OS,502.2373,15.0,0.94,0.477,1/1,253336931.42065763,18.796240723554554,234925687.43804425,30.717640276850517,0.9273250691110562,0.9865160309692087
742,367.1673,9.99,52655636.90355327,47321411.76157686,47060156.83357987,55613177.44171244,45782951.80718391,50850110.36322769,51261921.81689875,48962173.25793701,47958059.95975862,45224519.60739445,C22H18N6,367.1673,9.99,1.09,0.359,1/1,49686666.949521266,8.519217700177629,48851357.001043305,4.990090166297127,0.9831884487376344,0.9020077511354444
743,475.1151,20.69,8698226.822682938,8352754.712956342,8107502.610232068,8865670.179133952,8873830.632569235,9453143.534087308,8792633.854352271,9631604.58091902,10100550.46602586,9807561.70964673,C22H24BrFN4O2,475.1151,20.69,0.91,0.017,1/1,8579596.991514906,3.938884353397897,9557098.829006238,5.122902115330893,1.1139333046130333,1.224102532541795
744,282.1605,11.02,338492240.0363752,281862414.3157533,248133778.46948272,281881213.7047208,266441094.34814835,305961676.2092483,272067238.37743235,306174779.235875,371246950.9449923,331755148.9438509,C17H19N3O,282.1605,11.02,0.99,0.969,1/1,283362148.17489606,11.929985895216094,317441158.7422798,11.593230415719507,1.120266629777064,1.1315824543202666
745,329.1535,3.22,1857357909.336156,1854146924.8664796,1931273175.1164808,1908529285.000512,2164166462.6672907,1770946506.736379,1779686847.9923682,2147707180.910893,1763250901.2021725,1794000486.4214082,C15H24N2O4S,329.1535,3.22,0.96,0.599,1/1,1943094751.397384,6.58409894812107,1851118384.6526444,8.97788059306665,0.9526650119976937,0.9923593874975977
746,415.212,22.76,403314005.17331874,349080929.3075718,356776969.08859164,343101766.8273297,351115783.5305033,353496723.10956395,360820338.454937,345155153.0750454,334103285.77847785,373210703.4554885,C24H30O6,415.212,22.76,0.9,0.076,1/1,360677890.785463,6.745778372340486,353357240.77470255,4.216283380408516,0.9797030807881849,1.0885589786535388
747,415.212,11.51,154112268.44096178,129638685.73038591,132361783.09826712,147954106.69010082,122604032.21120933,136104349.51353127,138426357.8864896,139227452.64995655,158110081.12574208,130390596.76975518,C24H30O6,415.212,11.51,0.93,0.451,1/1,137334175.23418498,9.599515092877684,140451767.58909494,7.4465291707542045,1.0227007760420432,1.0996782538086485
748,371.1068,23.37,153656035.39968088,153095316.00135997,157790061.17153612,154594286.14654565,153564539.43249094,141108519.93350583,144164894.1092344,144416471.22175252,145290848.1645244,141965264.88364595,C19H18N2O4S,371.1068,23.37,0.95,0.059,1/1,154540047.63032272,1.2271483741488054,143389199.66253263,1.2329609476978762,0.9278449299144504,0.9766788735941584
749,847.4477,27.12,17084297.334951058,16731080.28575102,15253321.236695075,15783027.35291452,18912537.67446541,24809656.57792137,23811794.493444823,24144652.425087392,23854417.02114876,23103887.55006644,C46H62N4O11,847.4477,27.12,1.11,0.072,1/1,16752852.776955416,8.422467589884278,23944881.613533758,2.5751897363199405,1.4293017393713041,1.2876592246588323
750,296.1843,5.25,113978575.07058318,112059468.38912734,105467611.4400127,114446430.34871306,121421360.08745584,106452003.102564,82023932.12933041,114680916.57139476,114143453.01083186,99944087.14940377,C16H25NO4,296.1843,5.25,0.93,0.184,1/1,113474689.06717841,5.0328755135423515,103448878.39270495,12.976891118671366,0.9116471632846858,0.9802657669727803
751,304.2024,3.13,5547656.822606858,6620561.586235255,6285967.070642164,6272153.318927408,7302145.617258377,6919238.649730784,7753634.804397571,9201463.32713757,5889339.313337965,6470185.024242976,C17H25N3O2,304.2024,3.13,0.91,0.155,1/1,6405696.883134012,9.929291179626148,7246772.223769372,17.7666538071053,1.1313011458362765,1.2431880723475566
753,390.1563,16.06,5023152.8954871055,4855837.351138342,3349079.3597893314,5422653.474278345,4792299.865195763,7237019.765104813,6787419.46085495,7050034.231266836,7867490.277186751,6590747.794234728,C18H20FN5O4,390.1563,16.06,1.14,0.131,1/1,4688604.589177778,16.80677959552884,7106542.3057296155,6.919216832601129,1.5157051891586066,1.3295659554022867
754,245.1401,3.2,144468662.40449408,127125827.90033495,161273823.06388682,145124014.89570493,158613053.01528147,120485982.15295938,112841450.14675093,138555448.98184353,125795130.58374718,130253902.56457657,C13H16N4O,245.1401,3.2,0.84,0.029,1/1,147321076.25594044,9.251226595072913,125586382.88597551,7.745422749392514,0.8524671830919474,1.0148418846332707
757,461.1615,27.91,154581031.63301304,124706718.32059927,122704387.59124832,121612265.07224506,136482363.33794194,113579157.72081275,115587521.59193002,114849912.88451156,109097794.6408461,132159936.94848444,C21H30Cl2N2O5,461.1615,27.91,0.89,0.124,1/1,132017353.19100952,10.560603917593058,117054864.75731698,7.527708929853165,0.8866627146202208,0.9962502411463156
758,359.2447,3.27,33817763.159877256,28386837.782129496,32519997.128184915,33298459.445751976,38105909.812412426,59181134.34937836,61289954.5574659,59244807.682139575,48636557.87864435,43820404.56158963,C20H30N4O2,359.2447,3.27,1.75,0.002,2/1,33225793.46567122,10.435155671604985,54434571.80584357,14.198466768824822,1.6383227043798123,0.9361844025027499
759,302.1755,0.74,43343117.95881351,41385124.14750159,32168770.94472456,46387784.56134954,47482725.88904573,81831998.2147288,76163169.3792884,75090977.47787015,77442389.0092902,77784152.17470977,C18H23NO3,302.1755,0.74,1.01,0.84,1/1,42153504.700286984,14.431501197666407,77662537.25117747,3.302235108746158,1.842374383894318,1.824133053360711
761,475.2462,3.78,161248176.35338095,150053436.5498047,162225045.2882201,163464580.93892354,174720022.21238565,168982096.19548568,191411518.2044545,159509564.79516727,166485745.23012245,143833002.5496998,C26H30N6O3,475.2462,3.78,1.07,0.341,1/1,162342252.26854298,5.3937580461033185,166044385.39498594,10.380562264322736,1.0228044952851767,0.9558920516683894
762,485.1903,8.34,163305158.59190515,172498730.284185,149161551.79873577,171158363.9123919,173920628.08514008,151496733.68695605,119600031.26201588,151269706.76665282,146672653.18916872,104115666.08711956,C24H29ClN6OS,485.1903,8.34,0.92,0.098,1/1,166008886.53447157,6.189949264914904,134630958.19838262,16.031717238742395,0.8109864538512319,0.8815070150556868
763,527.3142,8.09,19332840.716085654,20727721.17085512,21879796.07949235,20530257.58851107,20906189.234024957,26119424.377197243,27233584.16676643,26370014.16045489,26431776.30031686,29091176.94132607,C31H38N6O2,527.3142,8.09,0.91,0.005,1/1,20675360.957793828,4.413119894489044,27049195.1892123,4.494004260323486,1.3082816423098904,1.437672134406473
764,527.3141,9.86,12048154.895947523,10980006.795641592,12298069.023705624,10828915.267545652,11922277.125344696,12664871.604939094,11196906.353453944,12741089.426718898,11987119.945166145,10478234.021409225,C31H38N6O2,527.3141,9.86,1.06,0.189,1/1,11615484.621637017,5.7265241362159065,11813644.270337462,8.227106532004617,1.017059955323028,0.959490523889649
765,507.2349,3.92,36152455.42864466,32497784.74659732,35373211.39807387,37142481.22435917,33417791.02419361,29342691.40267858,35017595.52254249,30179272.25595985,35599338.69674556,29921979.72885006,C27H31FN6OS,507.2349,3.92,0.98,0.412,1/1,34916744.76437373,5.506596726159958,32012175.52135531,9.469179794631522,0.9168144320835426,0.9355249306974925
766,334.065,4.51,56560626.64502047,51054734.61413878,57219747.8078807,50919097.36447255,58240645.54037994,63183007.458992906,50903908.64504869,60716763.92913728,55929349.97014626,34458797.86198951,C18H11N3O2S,334.065,4.51,1.02,0.661,1/1,54798970.3943785,6.44417161298808,53038365.573062934,21.49688473295872,0.967871571150976,0.9488936972068392
767,310.1415,4.2,329702045.9052751,325648820.4100954,316398787.045569,320848518.2591036,375640047.5299952,241813515.25201428,237168268.3182244,301820842.3406943,282482628.02745575,267005113.4685063,C15H15N7O,310.1415,4.2,0.97,0.676,1/1,333647643.8300077,7.193609975615757,266058073.48137903,10.245241489291647,0.7974223058411127,0.8220848513825905
768,441.2756,10.66,33254846.789798263,23677422.413014285,14658109.069415642,28691725.517996542,22101383.96085228,23514828.802137613,11411284.191902071,39594183.67495724,49948464.25891011,44443242.44230452,C27H32N6,441.2756,10.66,1.47,0.025,1/1,24476697.5502154,28.708435681934564,33782400.674042314,47.14549120665465,1.38018622016862,0.938902190590898
769,400.1474,4.02,157848440.12121344,117494038.77729966,113247546.8213244,148703420.98445117,166643059.2868418,39600720.50466732,31184908.84665072,36726780.46094105,37548574.55689885,29783456.969007734,C24H18FN3O2,400.1474,4.02,0.23,0.0,1/4,140787301.19822612,17.118175093717213,34968888.267633125,12.16677731769162,0.24838098301492068,1.0799173174561767
771,338.0868,0.42,27037825.232309338,26331345.398927595,22071374.807068758,24436666.45758754,28143304.30664812,26041646.169303752,21647907.031581525,20983286.86178554,22950220.124055192,25271632.682200555,C15H20BrN3O,338.0868,0.42,0.99,0.79,1/1,25604103.24050827,9.339885734979934,23378938.573785312,9.466326778041212,0.913093434836549,0.922316600844999
772,312.171,15.48,25344833.959151696,19856525.20814551,7970844.375574328,20458385.073046304,14235516.243959475,5627789.264868882,1653520.5614614647,8300303.901914006,5920433.506542417,2376453.725913292,C18H21N3O2,312.171,15.48,2.02,0.436,2/1,17573220.97197546,37.883524516741375,4775700.192140013,57.3100255662826,0.271760094507203,0.1345347002510906
773,229.1339,0.43,24933715.92967852,25000757.65488118,16997406.3236921,26557439.732881032,27021413.59656791,27352237.199418224,25517725.4742631,20256346.90351239,26990191.44266978,25703203.994921964,C14H16N2O,229.1339,0.43,1.12,0.335,1/1,24102146.64754015,16.920493068720273,25163941.00295709,11.349110011830357,1.044053933076758,0.9321910116756766
774,296.1398,0.55,37875861.23866764,32023640.06307568,26329917.94551984,39051031.99802173,36533341.27070414,66675990.49004416,58965639.95828171,60700417.141211525,64583526.40350413,58625130.18740922,C17H17N3O2,296.1398,0.55,1.02,0.781,1/1,34362758.503197804,15.193486439942749,61910140.83609015,5.75541276560615,1.80166388069016,1.7663371379315294
775,374.2121,18.6,423297730.615917,434787633.7176653,270652630.7115655,439434188.0397232,417838946.6726302,211378735.27706572,59824622.41439404,402584754.2049482,582006553.0692346,550885201.2796307,C25H27NO2,374.2121,18.6,1.08,0.213,1/1,397202225.95150024,17.943089275338707,361335973.2490546,61.8403464777274,0.9097027902687912,0.8423173983970288
776,352.058,5.79,148002254.8821301,153053218.6811856,190048161.0213583,167447190.34499985,187920746.4426204,64481449.26541536,13181234.646395244,177119569.91667753,235657412.90869865,303743695.2421908,C18H13N3OS2,352.058,5.79,1.06,0.073,1/1,169294314.27445886,11.431756346156279,158836672.3958755,75.3865862736173,0.9382280384110864,0.885120790953855
777,312.1234,20.7,603026393.1045947,526361188.4426089,432206531.5737143,605223778.4519203,481913276.5818029,421553746.3674574,423514075.7031545,432516574.6435711,530794805.2569287,549637043.1044706,C18H17NO4,312.1234,20.7,0.92,0.618,1/1,529746233.63092816,14.27686473095196,471603249.0151165,13.384830929584984,0.8902437036365612,0.9676561996049579
778,398.1715,0.67,98356884.36495546,100961766.10060257,83110130.04430318,104086516.33807148,99124215.86634548,96928317.40665445,95539307.94013126,92047785.57391752,96267488.5732364,95730111.16480888,C21H23N3O5,398.1715,0.67,1.01,0.897,1/1,97127902.54285564,8.381903819069422,95302602.1317497,1.9913412945376654,0.9812072497879736,0.9714923265227461
779,261.1352,0.67,109089984.84130646,104202404.27318312,40702378.04930566,116481558.97856776,123666155.53372233,46752157.01637163,50794475.9590041,41207540.5781831,46338303.14973944,50025460.20794269,C13H16N4O2,261.1352,0.67,1.17,0.409,1/1,98828496.33521707,33.71676756150453,47023587.38224819,8.069887640006083,0.47581000547401386,0.406675218353858
780,309.1601,5.31,486016534.2736459,497419206.37321466,407255768.2813938,502832851.3095306,529012928.2364671,522253834.30483854,448808259.5766213,556864074.5917128,511763539.88638926,418053034.7118919,C19H20N2O2,309.1601,5.31,1.14,0.116,1/1,484507457.6948503,9.48821471371306,491548548.61429083,11.528847001604078,1.0145324717042334,0.8899407646528364
781,365.1967,7.11,81407177.23205996,82228214.28780921,81392180.35363741,83241075.3015883,82482993.5619979,84808341.01733948,84741411.32359204,82961577.03276414,82629260.70248735,97834333.20811915,C21H24N4O2,365.1967,7.11,1.07,0.108,1/1,82150328.14741854,0.9494638874437347,86594984.65686044,7.346374462785545,1.054103941027064,0.9851438701187514
782,434.1718,18.19,300464544.1156034,293274130.07793534,285392064.40775687,303120960.4746437,306853045.11628973,346305457.3311405,284220918.925199,299163240.0574626,329143967.291761,285354166.0557178,C24H23N3O5,434.1718,18.19,0.98,0.761,1/1,297820948.8384458,2.8678967765834016,308837549.9322562,8.966303106614554,1.0369906856343623,1.05815376085139
