,Compound Name,/home/zzy/peakformer/resources/paper/tof-shift/20170326-960MIX_SampleB_1_Area,/home/zzy/peakformer/resources/paper/tof-shift/20170326-960MIX_SampleB_2_Area,/home/zzy/peakformer/resources/paper/tof-shift/20170326-960MIX_SampleB_3_Area,/home/zzy/peakformer/resources/paper/tof-shift/20170326-960MIX_SampleB_4_Area,/home/zzy/peakformer/resources/paper/tof-shift/SampleA_3-20170326-960MIX_SampleA_4_Area,/home/zzy/peakformer/resources/paper/tof-shift/SampleA_4-20170326-960MIX_SampleA_5_Area,Compound formula,mz,RT,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
864,865,3928.048,3890.952,3706.494,3896.475,12322.269,9629.632,C24H18FN3O2,400.1473,4.03,0.35,0.001,1/4,10252.73825,28.66691202837809,3855.4922500000002,2.6110137054522577,0.3760451262861412,1.074414646531832
865,866,5825.225,5722.962,6659.503,6891.583,4588.686,5078.048,C24H18FN3O2,400.1472,4.7,1.39,0.056,2/1,4744.4685,7.087277311119482,6274.81825,9.360975196788925,1.322554517961285,0.9514780704757446
866,867,3070.543,3984.758,4134.942,3868.712,3686.703,3269.48,C24H18FN3O2,400.1427,27.55,1.22,0.06,1/1,3322.3934999999997,7.4558730156666915,3764.7387499999995,12.629207142922741,1.1331405355807491,0.9288037176891386
867,868,2816.817,2949.688,2720.393,2941.548,2377.449,2511.05,C12H17N3O3S,284.1099,21.19,1.16,0.202,1/1,2343.51325,6.731555155022671,2857.1115,3.834926666106258,1.2191573911519382,1.0509977509930502
868,869,6542.805,7069.901,8184.892,6676.77,5535.365,6034.889,C31H38N8O3,571.3095,14.93,1.24,0.062,1/1,5271.756,12.19340576752482,7118.592,10.468785580178729,1.3503265325633431,1.0889730101317283
869,870,2508.438,1906.774,2448.161,2414.042,1885.807,1859.462,C12H7N3O2S,258.033,6.47,1.24,0.057,1/1,1776.87975,6.268542295149839,2319.3537499999998,11.977824980754367,1.3052958423326055,1.0526579373650045
870,871,1997.403,2192.331,2000.49,2302.58,278.264,302.278,C7H15N,114.1272,12.27,5.6,0.0,4/1,341.60125,17.79099047086413,2123.201,7.08251804317552,6.215436858032574,1.1098994389343884
871,872,7736.247,8135.728,7019.351,7869.26,6584.619,7221.644,C26H22FN7O3,500.1895,24.3,1.12,0.007,1/1,7049.3305,4.403111878305269,7690.146500000001,6.203330499485978,1.0909045192305853,0.9740218921701653
872,873,66416.331,62685.552,67148.942,61476.021,61903.262,58166.506,C17H18F3N3O3,370.1372,28.2,1.09,0.043,1/1,59280.301999999996,4.697619701568663,64431.711500000005,4.3073850865273835,1.0868991777403565,0.9971552089361068
873,874,2671.111,2896.537,3105.748,3011.235,2221.756,2217.534,C20H21FN6O5,445.1603,5.19,1.23,0.005,1/1,2129.1725,5.825443530411806,2921.15775,6.414069528910431,1.3719685699491233,1.1154216015846532
874,875,2744.362,2935.913,3104.782,3027.766,2290.666,2230.512,C22H24N2O8,445.1602,5.04,1.22,0.008,1/1,2155.90475,6.121129271273638,2953.20575,5.262145941341059,1.3698219970061292,1.1228049155787945
875,876,215.367,222.679,187.476,156.424,153.974,178.104,C20H22O8,390.1269,26.82,0.96,0.665,1/1,178.39100000000002,12.047908437715881,195.48649999999998,15.416401471962434,1.0958316282772111,1.1414912794554284
876,877,57961.267,42468.041,57847.532,42035.486,49763.106,38364.088,C25H27NO2,374.2115,18.62,1.12,0.037,1/1,46885.74625,12.15382504329001,50078.0815,18.049609274387585,1.0680875427038767,0.9536495916998898
877,878,976.093,1092.388,23.459,782.587,1069.727,1215.115,C18H17NO4,312.1239,5.66,1.17,0.28,1/1,915.4672499999999,29.59560291969302,718.6317499999999,66.89669722598386,0.7849890315573823,0.6709307962028909
878,879,27826.875,28688.832,28982.954,28636.294,25707.263,26018.991,C18H17NO4,312.123,21.07,1.12,0.011,1/1,24667.5095,6.353596249896667,28533.738749999997,1.7359057757877974,1.1567336682286469,1.0327979180612918
879,880,1807.322,1905.897,2183.192,2397.131,1741.79,1805.098,C18H16FN3O,310.1342,16.66,1.14,0.161,1/1,1934.48325,10.095107710050227,2073.3855,12.932880367043587,1.0718032839002354,0.9401783192107329
880,881,34895.421,37955.277,40860.547,44740.36,44956.364,48062.491,C36H39NO5,566.2917,7.64,0.8,0.036,1/1,45072.954000000005,6.543174861743056,39612.901249999995,10.595570836599352,0.8788618835588187,1.0985773544485233
881,882,44556.398,43332.438,37659.789,40630.117,62420.745,60051.169,C19H20N2O2,309.1599,4.49,0.66,0.012,1/1,61477.03525,1.8831858415614162,41544.6855,7.379254164300912,0.6757756832458832,1.0239025503725503
882,883,77.98,42.31,63.889,34.262,74.975,75.498,C11H6F3NO2S,274.0156,32.07,0.83,0.482,1/1,50.3525,57.209698267606655,54.61025,36.58633424042969,1.084558860036741,1.3066974217310134
883,884,8121.336,7836.767,7719.579,7076.144,6804.062,7051.996,C20H16N6S,373.1286,27.24,1.12,0.323,1/1,6954.816499999999,1.5269530803167808,7688.4565,5.744874186668987,1.1054866077343668,0.9870416140485417
884,885,33402.09,34380.682,33296.506,37279.357,30462.672,29243.424,C24H23N3O5,434.1701,12.85,1.13,0.022,1/1,28737.79025,4.888310014276049,34589.65875,5.372641794082004,1.2036297310646564,1.065159054039519
885,886,46049.894,42964.643,50913.882,45862.023,41415.854,44559.344,C34H34F2N4O6,633.2555,31.02,1.09,0.41,1/1,42285.104250000004,3.668909898585073,46447.610499999995,7.09495701796735,1.0984390679372629,1.0077422641626264
886,887,3830.432,3976.297,3958.981,4098.014,2761.857,3468.161,C9H9N3O2,192.0781,6.96,1.23,0.035,1/1,2882.645,15.883202243166755,3965.9309999999996,2.76066716497327,1.3757958402786328,1.1185332034785633
887,888,1571.971,1610.639,1453.634,1589.481,1153.795,1330.555,C9H9N3O2,192.075,20.46,1.19,0.089,1/1,1113.4255,16.599929329538917,1556.4312499999999,4.518761545872859,1.3978764183144716,1.1746860658104805
888,889,8249.373,7703.173,8897.294,9263.575,7116.837,7192.194,C21H20N4O3,377.1599,22.6,1.2,0.003,1/1,6981.855,2.9897262867079495,8528.353749999998,8.110801491342047,1.22150255913364,1.0179187992780334
889,890,49378.375,45992.479,50959.611,45941.065,43691.473,48277.169,C26H33NO2,392.2585,28.8,1.08,0.425,1/1,45407.3105,5.94925021333454,48067.8825,5.223140588312151,1.0585934725202455,0.9801791412224494
890,891,808.717,1169.6,1115.007,836.549,856.599,1071.852,C8H10FN3O3S,248.05,2.1,1.11,0.458,1/1,905.7987500000002,14.56915171736672,982.46825,18.957314541837324,1.0846429739497871,0.9771558323871955
891,892,40.279,61.552,38.857,34.971,31.155,34.563,C8H10FN3O3S,248.0487,23.07,1.17,0.566,1/1,34.356750000000005,7.082756079020429,43.91475,27.25799275246234,1.2781986072605818,1.0924774421030614
892,893,306571.487,312073.876,327955.039,344990.324,275969.235,283410.46,C29H31N7O,494.2657,18.22,1.04,0.445,1/1,284904.31575,2.3707157591996144,322897.6815,5.35621582117791,1.1333548270407343,1.0897642567699368
893,894,1019.502,1295.258,1167.658,1029.702,782.0,819.994,C12H22O11,343.1204,7.98,1.42,0.003,1/1,800.26675,11.377394019503436,1128.03,11.556556716435756,1.4095674973376064,0.9926531671391595
894,895,1164.897,1262.509,1287.586,1371.407,1095.283,1026.373,C18H18N2O3,311.143,4.19,1.36,0.006,1/1,1021.12975,5.882283492283586,1271.59975,6.686060678188169,1.2452871439697062,0.915652311742431
896,897,13550.301,13865.613,12534.541,9514.884,11072.714,12185.86,C11H14ClN,196.0888,3.48,1.08,0.31,1/1,12098.07275,6.708549185675981,12366.334749999998,16.043494841751667,1.022173945019466,0.9464573564995055
897,898,743.871,758.806,865.688,794.259,634.982,659.495,C16H14N2O3,283.1076,31.16,1.46,0.004,1/1,626.6995,5.374768098556559,790.6560000000001,6.867936710715869,1.2616190055999728,0.8641226065753238
898,899,179.884,1332.312,1379.842,1619.585,1382.372,1294.676,C14H25N3O9,380.1665,27.49,0.93,0.698,1/1,1471.3645000000001,10.809106669159291,1127.90575,57.13228267326862,0.7665712676906367,0.8242701803125125
899,900,873.005,749.935,799.247,1103.157,507.118,584.97,C16H16O5,289.1067,3.09,1.48,0.005,1/1,516.20875,21.169299536071254,881.336,17.73319551257896,1.707324798349505,1.1535978367226385
900,901,647.611,791.874,948.109,825.941,486.051,551.777,C16H16O5,289.1081,7.33,1.49,0.054,1/1,496.9745,7.518490194864238,803.38375,15.388446118203664,1.6165492394478993,1.0849323754683888
901,902,578.725,571.136,792.334,827.628,431.412,428.185,C16H16O5,289.1071,9.39,1.38,0.015,1/1,411.86899999999997,7.17491253387285,692.45575,19.713088752497118,1.681252412781734,1.2182988498418363
902,903,3828.998,3494.661,3654.96,3429.396,3189.66,3490.769,C26H24ClN3O3,462.1575,14.43,1.17,0.032,1/1,3109.71525,9.586272017050712,3602.00375,4.957127687938209,1.1583066166588725,0.9900056552639936
903,904,2012.127,2094.218,2074.174,2213.081,1741.827,1885.861,C16H16N2OS,285.1086,4.04,1.22,0.014,1/1,1734.107,6.577111245530494,2098.3999999999996,4.005994272117754,1.2100752721717862,0.9918649771899888
904,905,8746.484,8620.33,8564.29,9189.232,7751.551,7643.385,C16H16N2OS,285.1037,14.93,1.2,0.001,1/1,7490.28325,3.3384425090591563,8780.083999999999,3.225566907179217,1.1721965254117723,0.9768304378431436
905,906,2948.273,3384.509,3448.377,3138.517,3007.044,2706.842,C16H10N2O2,263.0813,10.83,1.15,0.118,1/1,2879.0730000000003,5.151328625054308,3229.919,7.134387044658373,1.1218607517072334,0.9755310884410726
906,907,1331.721,1482.274,1609.307,1880.105,1347.347,1074.938,C17H11F6N7O,444.1046,4.18,1.41,0.03,1/1,1112.723,14.566925463001814,1575.8517499999998,14.748337056748289,1.4162120761411419,1.0044057277596752
907,908,9439.291,12235.154,12763.399,11609.583,9468.571,10243.606,C21H27N7O,394.2313,12.81,1.18,0.082,1/1,9698.680250000001,4.036159082640912,11511.856749999999,12.682373990021764,1.1869508482868065,1.0058905493955987
908,909,223.078,246.558,210.952,227.732,2766.264,2546.404,C21H27N7O,394.237,31.46,0.1,0.0,1/16,2682.89525,11.51125904359499,227.07999999999998,6.511702086711664,0.08463990534106763,0.8463990534106763
909,910,6539.37,6763.355,7177.091,6242.436,5358.376,5608.392,C23H27ClO7,451.1514,12.96,1.16,0.193,1/1,5260.4400000000005,5.824890811095748,6680.563,5.895029399541414,1.2699627787789614,1.0947954989473805
910,911,2216.086,2533.418,2825.874,2861.182,2138.221,1872.869,C22H29N7O5,472.2297,3.53,1.07,0.433,1/1,2047.2234999999998,5.858002582016308,2609.14,11.513448448634987,1.2744773592135885,1.191100335713634
911,912,3401.373,3398.879,3348.948,3393.956,6818.26,6366.294,C19H16N8O,373.1569,18.76,0.55,0.0,1/2,6679.132,3.225116330494048,3385.789,0.7310921523388979,0.5069205100303453,0.9216736546006278
912,913,486.278,246.936,295.978,237.227,330.315,233.88,C19H16N8O,373.1569,31.66,0.9,0.452,1/1,361.73375,29.429277050047613,316.60475,36.639213157266184,0.8752424953436058,0.9724916614928952
913,914,3195.7,3101.269,3194.801,3047.44,2543.892,2754.23,C19H17N3O3,336.1341,24.35,1.12,0.097,1/1,2776.1054999999997,6.2766747216378,3134.8025,2.3343712474048344,1.1292087062253218,1.0082220591297515
914,915,24513.696,24971.505,32113.925,35135.085,42824.264,38892.386,C16H13FN2O2,285.1049,18.06,0.72,0.061,1/1,44067.235499999995,9.997459791830835,29183.552750000003,18.08389259282582,0.662250590918053,0.9197924873861848
915,916,60835.818,59513.772,56076.776,53584.643,56039.51,55473.657,C15H12N2O,237.1023,11.36,1.18,0.183,1/1,55591.879,1.0118002180877776,57502.75224999999,5.727295780895745,1.0343732445165235,0.8765874953529861
916,917,35332.124,38005.286,40889.006,43726.802,47964.085,47775.083,C34H36FN5O2,566.2928,7.67,0.79,0.017,1/1,46155.30725,5.301036111797448,39488.3045,9.177386655968482,0.8555528465255748,1.0829782867412339
917,918,54805.815,58433.629,55259.711,57400.161,48942.497,50389.546,C22H18FN3O2,376.1408,13.95,1.26,0.008,1/1,48952.38825,2.226671840534787,56474.829,3.0593097897949955,1.1536685138135214,0.9156099315980328
918,919,4394.822,4520.388,4027.464,4041.836,3466.404,3703.103,C21H19F4N7,446.1698,6.48,1.32,0.007,1/1,3481.1502499999997,5.870732918080855,4246.1275,5.87793783173346,1.219748415053329,0.9240518295858553
919,920,3334.962,3375.995,3695.907,3867.758,2740.44,2705.718,C21H19F4N7,446.1721,8.9,1.27,0.023,1/1,2485.8722500000003,12.129209112337445,3568.6555000000003,7.187748742008919,1.435574776620158,1.1303738398583922
920,921,3766.493,4085.183,4060.334,4692.66,3502.324,3347.957,C21H19F4N7,446.1655,14.91,1.27,0.008,1/1,3380.0107500000004,2.6917165232408804,4151.1675,9.369105817842298,1.2281521589835178,0.9670489440815101
921,922,1033.96,1258.612,1236.618,1288.315,905.158,931.691,C16H13NO2,252.1052,5.52,1.41,0.019,1/1,823.5325,14.309994590818304,1204.37625,9.595740841258719,1.4624513908072845,1.0371995679484287
922,923,1329.0,1442.956,1417.212,1528.754,1299.338,1264.403,C16H13NO2,252.0994,8.69,1.12,0.147,1/1,1222.2327500000001,8.431024043410487,1429.4805,5.752204795649121,1.1695648803388714,1.0442543574454208
923,924,1274.477,1222.001,1553.868,1427.116,1630.23,1514.913,C16H13NO2,252.102,13.46,1.17,0.108,1/1,1548.08475,5.374961779658824,1369.3654999999999,11.00226543568194,0.8845546085251469,0.756029579936023
924,925,23380.09,22061.204,20856.61,22308.232,23919.667,23759.109,C23H28N8OS,465.2177,5.64,0.94,0.474,1/1,22607.56975,6.476614932784687,22151.534000000003,4.676153448488483,0.9798281834340025,1.0423704079085134
925,926,30510.728,34694.073,36044.028,39192.208,33557.472,31464.113,C20H22N2O5,371.1599,9.46,1.09,0.309,1/1,32369.0425,3.4355785293721604,35110.25925,10.251188396488644,1.0846863712449943,0.9951251112339397
926,927,3027.388,3089.596,3609.798,3525.219,2288.615,1985.553,C16H15NO2,254.1207,4.02,1.6,0.009,1/1,2043.6387499999998,8.71662552397187,3313.00025,8.964387787383219,1.6211281225705865,1.0132050766066165
927,928,754.497,705.999,830.145,1173.31,670.061,907.263,C17H15FN2O3,315.115,22.34,1.03,0.784,1/1,804.471,12.60566359404345,865.98775,24.383043981179597,1.0764685737584077,1.0451151201537938
928,929,2757.882,3265.451,3017.381,3205.657,3115.798,2743.6,C17H15FN2O3,315.1139,24.49,1.02,0.787,1/1,3042.6560000000004,6.782576096333842,3061.59275,7.460357813842705,1.0062237564811793,0.986493878903117
929,930,1760.47,1662.497,1600.523,1749.092,1299.838,1053.569,C17H15FN2O3,315.1157,31.49,1.21,0.173,1/1,1259.09325,14.723336101156603,1693.1455,4.469588143542365,1.3447339980577293,1.1113504116179582
930,931,75693.298,83249.869,89586.366,99205.707,64533.781,60829.213,C20H31N3O2S2,410.1984,18.05,1.19,0.232,1/1,69255.2935,11.765878410627801,86933.81,11.456053803064409,1.2552659241852755,1.054845314441408
931,932,3297.329,2824.038,2732.645,3066.615,2665.177,2617.057,C24H27N5O3,434.2179,6.2,1.19,0.035,1/1,2545.7829999999994,8.448564525654177,2980.15675,8.526572459504507,1.1706248136624373,0.9837183308087709
932,933,8727.771,8776.94,9128.041,8689.624,8341.86,8687.586,C24H27N5O3,434.2243,22.97,1.09,0.033,1/1,8493.083999999999,3.3864865752969244,8830.594000000001,2.281763175073489,1.0397393926634897,0.9538893510674217
933,934,4581.23,4028.206,4377.332,4115.719,8793.522,7707.579,C25H30N6O,431.2612,12.4,0.52,0.0,1/2,8226.93525,5.431680684598251,4275.62175,5.894077951227277,0.5197101496574924,0.9994425954951777
934,935,3477.952,3599.012,3935.969,3984.394,3332.361,3456.597,C19H14F3N3O3,390.1058,25.99,1.17,0.086,1/1,3324.36975,3.030838632611082,3749.3317500000003,6.647031465511735,1.1278323507786703,0.9639592741698038
936,937,8166.936,8451.614,9149.442,9704.687,6903.095,6952.461,C24H25F3N6S,487.1856,5.37,1.43,0.0,1/1,6900.68475,3.2317062815083815,8868.16975,7.823614003534403,1.2851144591121915,0.8986814399385955
937,938,4144.903,3954.398,3780.229,3916.044,3517.905,3854.564,C24H25F3N6S,487.1857,8.63,1.15,0.045,1/1,3566.2975,7.841767071002276,3948.8935,3.8119254220347267,1.1072810106279691,0.9628530527199732
938,939,230.02,206.863,238.472,245.833,210.377,219.328,C19H16N2O2S2,369.0726,5.41,0.85,0.347,1/1,223.30775,4.811742293064198,230.297,7.340906137693705,1.031298734593851,1.2132926289339423
939,940,1302.304,1441.399,1296.808,1555.037,1575.44,1361.373,C19H24N8,365.2162,6.54,1.17,0.229,1/1,1489.2062499999997,8.059696879025575,1398.887,8.845962622019279,0.9393507447339817,0.8028638843880186
940,941,12213.938,12369.652,13212.603,13527.402,10508.632,10777.324,C21H21N3O2S,380.1426,14.74,1.17,0.005,1/1,10623.7595,3.0057080550735487,12830.89875,4.978622522550836,1.2077550089495155,1.0322692384183894
941,942,5470.575,5804.101,5578.243,4773.818,5822.24,5394.269,C26H27N5O2,442.2234,3.26,0.97,0.841,1/1,5723.478,3.838829999529455,5406.68425,8.215987187878817,0.9446501323146521,0.9738661157883012
942,943,13431.72,14487.848,14460.362,14350.161,13537.687,13201.978,C26H27N5O2,442.2304,6.77,1.12,0.01,1/1,13041.909499999998,3.1067227958307586,14182.52275,3.5540834706577944,1.08745753449677,0.9709442272292589
943,944,15989.934,16008.161,16214.348,16485.551,11886.318,12141.27,C22H22FN3O3,396.1664,6.42,1.59,0.005,1/1,11245.7095,8.047801620618499,16174.4985,1.4281333337677904,1.4382817286895058,0.9045797035783054
944,945,11963.184,10129.032,11195.01,12169.137,7037.212,8069.769,C22H22FN3O3,396.1702,6.59,1.16,0.096,1/1,7155.1125,9.195832372756788,11364.090750000001,8.130307584597823,1.5882476690618073,1.3691790250532823
945,946,954.789,1023.725,1084.309,1378.775,911.288,811.792,C19H23N9O,394.2097,12.15,1.13,0.11,1/1,876.20725,7.145693848849192,1110.3995,16.80271453803022,1.2672795163473025,1.1214862976524802
947,948,13177.9,11480.789,11900.599,11837.031,10892.294,11770.251,C23H25N3O3S,424.1735,26.49,0.95,0.233,1/1,11826.493999999999,6.1195296539761035,12099.07975,6.137353499641951,1.0230487370136916,1.0768934073828333
948,949,3061.555,3052.828,3211.054,3138.078,2995.423,3284.271,C26H35N7O2S,510.2641,3.81,1.05,0.512,1/1,3242.6352500000003,5.368246522069897,3115.87875,2.3785146187702755,0.9609094177336164,0.915151826412968
949,950,5588.12,5896.754,6278.16,6029.518,5261.478,5318.001,C12H15N3O2,234.1239,1.98,1.12,0.077,1/1,5465.826,3.7893362809418756,5948.138,4.831707813016559,1.0882413746796915,0.9716440845354387
950,951,10933.65,9961.764,10317.394,9455.896,9559.15,9236.197,C18H18N4,291.1604,2.28,1.16,0.379,1/1,10306.5215,10.370548973819888,10167.176,6.111158261784391,0.9864798710214692,0.8504136819150597
951,952,3307.169,3419.898,3647.856,4061.122,2718.735,3186.438,C15H13N5OS,312.0905,31.29,1.19,0.013,1/1,3080.9135,8.171170106471116,3609.01125,9.228548653408373,1.171409469951039,0.9843777058412092
952,953,5077.52,5327.785,5378.802,5392.883,4347.342,4712.511,C15H19N7O3S,378.1369,13.64,1.2,0.01,1/1,4448.009250000001,3.9693364154786184,5294.2474999999995,2.77974481897035,1.1902510094825,0.9918758412354167
953,954,10427.9,11649.06,11292.51,11351.731,6376.625,9695.734,C15H19N7O3S,378.1343,27.97,1.21,0.139,1/1,8855.80725,19.32402030029408,11180.30025,4.698445811736659,1.2624823389194701,1.0433738338177438
954,955,3219.233,2609.686,2259.403,3409.851,2564.631,2386.309,C14H12N4OS,285.0803,23.68,1.03,0.713,1/1,2795.6809999999996,13.536549060088806,2874.54325,18.55996531117609,1.0282086010528384,0.9982607777212023
955,956,41315.94,41704.107,42276.275,42921.426,35955.578,37651.114,C18H25N5S2,376.1572,22.71,1.26,0.001,1/1,34565.5625,9.210110579722631,42054.437000000005,1.6639378843636417,1.2166570990997183,0.9656008723013637
956,957,91907.366,91319.4,91119.561,93235.756,85205.391,74432.61,C21H18FN5O,376.1621,9.52,1.3,0.066,1/1,85975.83075,9.74254296846368,91895.52075,1.0381452623488625,1.0688529549335004,0.8221945807180772
957,958,6040.119,6279.711,6445.881,7274.535,5523.992,5587.469,C12H11NO3,218.0811,3.61,1.24,0.014,1/1,5331.067,5.283019497205978,6510.0615,8.236074786202146,1.2211554459923313,0.9848027790260736
958,959,2021.311,2045.676,2110.636,2332.94,2468.543,2365.172,C19H16N2O5,353.1129,13.21,0.94,0.004,1/1,2357.64375,6.794938589384053,2127.64075,6.672358627975951,0.9024437004106324,0.9600464897985451
959,960,7875.176,7995.563,8843.68,9025.921,6891.578,6626.818,C23H20N6O,397.1746,10.36,1.29,0.063,1/1,6734.4315,3.0096809483645153,8435.085000000001,6.921929390206369,1.2525311156554197,0.9709543532212556
960,961,1925.938,1954.221,2424.814,2272.838,1891.152,2158.515,C14H16N2O2S,299.0823,13.17,0.98,0.266,1/1,1992.1014999999998,6.7372687008805565,2144.45275,11.391374102765326,1.0764776543765466,1.098446586098517
961,962,389.741,426.27,481.54,366.588,273.015,321.256,C20H12N2O3S,383.046,13.1,1.36,0.081,1/1,302.87649999999996,8.178179525664007,416.03475,12.043870812773209,1.373611851695328,1.0100087144818588
962,963,161.081,121.885,187.306,155.626,127.618,184.163,C20H12N2O3S,383.0469,19.03,1.16,0.023,1/1,148.32049999999998,24.550453272109507,156.4745,17.183872459675392,1.0549755428278629,0.909461674851606
963,964,1768.845,2097.513,2240.878,1859.845,1539.977,1493.256,C17H12N2O2,299.079,14.15,1.27,0.104,1/1,1565.1055000000001,5.938796091352954,1991.7702500000003,10.858876484729771,1.2726108559454938,1.002055792083066
964,965,155.769,126.097,67.803,36.99,86.257,101.176,C17H12N2O2,299.0787,5.92,1.08,0.819,1/1,86.1655,15.373125698786536,96.66475,55.88120121417509,1.1218498122798568,1.0387498261850525
965,966,346.752,392.77,420.635,321.599,265.293,269.774,C17H12N2O2,299.0833,9.94,1.36,0.064,1/1,274.33175,4.431016117510509,370.43899999999996,12.036996121430018,1.3503322163767044,0.9928913355711061
