,Compound Name,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_2_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_1_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_2_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_3_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_4_Retention Time,/home/zzy/peak-output/tof/SampleA_3-20170326-960MIX_SampleA_4_Retention Time,/home/zzy/peak-output/tof/SampleA_4-20170326-960MIX_SampleA_5_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_2_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_1_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_2_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_3_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_4_Area,/home/zzy/peak-output/tof/SampleA_3-20170326-960MIX_SampleA_4_Area,/home/zzy/peak-output/tof/SampleA_4-20170326-960MIX_SampleA_5_Area,Compound formula,mz,rt,Fold change,Compound concentration ratio,p-value,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
860,861,4.761,4.766,4.906,4.916,4.95,4.99,4.793,4.802,1476.796,1394.938,1540.325,1588.003,1595.801,1555.872,1511.715,1355.844,C28H31N5O,454.2623,4.83,1.05,1/1,0.553,1434.8232500000001,5.010064889866352,1570.00025,1.6731135376228512,1.0942116041122139,1.0421062896306799
861,862,6.233,6.233,6.101,6.066,6.047,6.019,6.157,6.147,156.959,180.532,285.227,250.839,204.583,263.327,212.434,229.266,C27H31FN4O2,463.2551,6.11,1.19,1/1,0.104,194.79774999999998,16.593243017998297,250.994,13.565668620771202,1.2884851082725546,1.0827605951870207
862,863,10.295,10.286,10.275,10.284,10.307,10.304,10.275,10.277,5229.885,5322.324,6526.729,6668.681,6732.916,6650.368,6033.081,5973.008,C20H21N5O4,396.171,10.27,1.29,1/1,0.003,5639.574500000001,7.484701039394177,6644.673500000001,1.2977193313599085,1.1782224882391392,0.9133507660768521
863,864,9.617,9.607,9.536,9.508,9.489,9.45,9.586,9.57,1612.488,1599.929,1618.316,1718.366,1723.564,1638.501,1368.355,1186.73,C22H20FN3O2,378.1598,9.51,1.34,1/1,0.029,1441.8755,14.133841494840865,1674.68675,3.2310991198965118,1.161464183280734,0.8667643158811447
864,865,4.012,4.012,4.111,4.084,4.074,4.102,3.983,3.962,2404.043,2374.899,701.865,718.661,704.182,649.95,2767.586,2629.616,C24H18FN3O2,400.1473,4.07,0.35,1/4,0.001,2544.036,7.371406896206481,693.6644999999999,4.335774654504294,0.2726630047688004,0.7790371564822869
865,866,4.743,4.732,4.684,4.688,4.689,4.722,4.725,4.701,943.462,830.951,1085.182,1065.044,1229.964,1270.324,867.339,959.54,C24H18FN3O2,400.1472,4.68,1.39,2/1,0.056,900.323,6.807149911382333,1162.6285,8.834997516955978,1.2913459947152301,0.9290258954785829
866,867,27.709,27.697,27.711,27.701,27.714,27.715,27.666,27.691,597.997,595.663,552.356,729.724,775.609,724.031,690.281,616.201,C24H18FN3O2,400.1427,27.69,1.22,1/1,0.06,625.0355,7.112460091159373,695.43,14.111780004902592,1.1126248029111947,0.9119875433698318
867,868,21.379,21.374,21.324,21.321,21.312,21.269,21.417,21.352,388.908,434.679,516.624,548.464,507.643,552.207,441.675,465.576,C12H17N3O3S,284.1099,21.32,1.16,1/1,0.202,432.7095,7.408534970717143,531.2345,4.2186198091127105,1.2276931752133937,1.0583561855287877
868,869,15.089,15.068,14.747,14.672,14.529,14.472,14.961,14.889,865.65,933.539,1221.321,1320.377,1532.986,1227.152,1040.25,1145.747,C31H38N8O3,571.3095,14.79,1.24,1/1,0.062,996.2964999999999,12.330395147536715,1325.459,10.985235919405072,1.3303860848652989,1.072892003923628
869,870,6.251,6.281,6.271,6.297,6.292,6.31,6.292,6.271,314.113,306.527,461.65,345.252,444.567,431.58,353.446,352.156,C12H7N3O2S,258.033,6.29,1.24,1/1,0.057,331.5605,7.457698093870742,420.76225,12.316782079483723,1.269036118596757,1.023416224674804
870,871,12.635,12.587,12.266,12.198,12.123,12.027,12.515,12.448,75.33,71.071,371.846,406.236,371.365,428.24,52.159,56.697,C7H15N,114.1272,12.32,5.6,4/1,0.0,63.81425,17.44458479772815,394.42175000000003,7.057420220813835,6.1807785878545936,1.1037104621168918
871,872,24.464,24.485,24.434,24.423,24.393,24.416,24.445,24.428,1369.43,1345.643,1428.536,1497.051,1292.275,1469.978,1229.131,1354.511,C26H22FN7O3,500.1895,24.39,1.12,1/1,0.007,1324.67875,4.865350531939891,1421.96,6.394828045204962,1.0734376164787123,0.9584264432845644
872,873,28.166,28.176,28.175,28.177,28.182,28.187,28.162,28.174,11461.147,10462.378,12356.505,11787.208,12569.935,11396.817,11498.786,10902.208,C17H18F3N3O3,370.1372,28.14,1.09,1/1,0.043,11081.12975,4.462924063070152,12027.61625,4.446299465192836,1.0854142602201728,0.9957928992845622
873,874,5.349,5.365,5.247,5.191,5.172,5.171,5.288,5.266,393.334,365.177,476.887,536.25,578.09,555.541,416.948,413.801,C20H21FN6O5,445.1603,5.23,1.23,1/1,0.005,397.31499999999994,6.001869923598703,536.692,8.083162805866163,1.35079722638209,1.0982091271399106
874,875,5.351,5.366,5.241,5.183,5.172,5.171,5.283,5.262,391.258,367.822,499.138,550.28,582.356,563.134,431.998,417.015,C22H24N2O8,445.1602,5.23,1.22,1/1,0.008,402.02324999999996,7.048447512471749,548.727,6.485927638417453,1.3649135964151329,1.1187816364058467
875,876,26.97,26.977,26.959,26.98,26.994,26.973,26.996,26.983,32.658,39.271,40.19,41.831,34.269,28.671,28.832,33.631,C20H22O8,390.1269,26.96,0.96,1/1,0.665,33.598,12.83436669332254,36.240249999999996,16.55896564412231,1.0786430739924995,1.1235865354088537
876,877,18.887,18.814,18.486,19.036,18.317,18.573,18.706,19.113,9191.482,9112.842,10652.963,9941.061,10512.474,7950.315,9264.452,622.795,C25H27NO2,374.2115,18.53,1.12,1/1,0.037,7047.892749999999,60.78193895370105,9764.20325,12.779685069339994,1.3854074680690909,1.2369709536331168
877,878,5.656,5.634,5.502,5.47,5.474,5.673,5.612,5.604,119.894,135.164,179.671,200.759,172.555,127.685,200.056,226.877,C18H17NO4,312.1239,5.6,1.17,1/1,0.28,170.49775,30.024381904874197,170.16749999999996,18.07021352774609,0.9980630242921092,0.8530453199077858
878,879,21.273,21.265,21.277,21.294,21.293,21.295,21.275,21.274,4519.163,4187.894,5150.947,5350.547,5404.767,5380.497,4742.466,4826.807,C18H17NO4,312.123,21.26,1.12,1/1,0.011,4569.0825,6.2453196389959285,5321.6894999999995,2.1791634812781253,1.1647173146906407,1.0399261738309291
879,880,16.768,16.772,16.814,16.812,16.826,16.813,16.731,16.776,403.896,377.359,331.224,354.43,407.688,447.971,326.854,336.968,C18H16FN3O,310.1342,16.77,1.14,1/1,0.161,361.26925,9.917183998260093,385.32825,13.655438267626819,1.0665957592571191,0.9356103151378239
880,881,7.633,7.637,7.847,7.89,7.979,8.024,7.671,7.685,7773.903,8794.182,6477.552,7046.187,7539.781,8321.019,8470.737,8983.501,C36H39NO5,566.2917,7.75,0.8,1/1,0.036,8505.580750000001,6.25174333456142,7346.13475,10.638468377467545,0.8636840876503347,1.0796051095629182
881,882,4.399,4.407,4.375,4.352,4.421,4.37,4.383,4.359,11308.538,11695.816,8349.118,8117.764,7182.911,7606.457,11727.592,11249.17,C19H20N2O2,309.1599,4.42,0.66,1/1,0.012,11495.278999999999,2.1871022893655203,7814.0625,6.690549750179761,0.679762753039748,1.0299435652117392
882,883,32.332,32.304,32.275,32.28,32.311,32.27,32.283,32.294,4.484,5.515,14.754,8.296,12.214,6.702,14.199,14.725,C11H6F3NO2S,274.0156,32.26,0.83,1/1,0.482,9.73075,56.353037420305064,10.491499999999998,34.941608386303066,1.0781799964031547,1.2990120438592225
883,884,27.436,27.427,27.417,27.413,27.415,27.409,27.431,27.43,1332.512,1326.899,1513.218,1470.077,1457.745,1354.555,1293.102,1326.637,C20H16N6S,373.1286,27.4,1.12,1/1,0.323,1319.7875,1.3635176490635335,1448.89875,4.640908069156382,1.097827301743652,0.9802029479854034
884,885,12.955,12.922,12.722,12.695,12.653,12.606,12.865,12.828,5316.562,5184.978,6251.263,6337.795,6160.543,6929.918,5672.583,5427.447,C24H23N3O5,434.1701,12.73,1.13,1/1,0.022,5400.3925,3.828632711660414,6419.87975,5.415079880147236,1.188780213660396,1.0520178881950408
885,886,31.208,31.206,31.197,31.184,31.177,31.196,31.211,31.197,7585.08,7740.059,8423.785,8072.261,9221.068,8612.181,7698.066,8133.711,C34H34F2N4O6,633.2555,31.15,1.09,1/1,0.41,7789.228999999999,3.0657426242405466,8582.32375,5.604951342753357,1.1018194162734207,1.010843501168276
886,887,6.734,6.755,7.03,7.051,7.127,7.208,6.813,6.841,540.989,438.198,722.286,753.371,750.044,763.607,516.9,647.442,C9H9N3O2,192.0781,6.9,1.23,1/1,0.035,535.88225,16.115497313648362,747.327,2.3635626177170743,1.394573154830189,1.1337993128700723
887,888,20.681,20.648,20.567,20.541,20.537,20.547,20.651,20.603,162.591,202.379,300.302,301.178,277.996,297.505,221.678,254.602,C9H9N3O2,192.075,20.56,1.19,1/1,0.089,210.3125,18.273677864022073,294.24525,3.7198531803577732,1.39908588410104,1.1757024236143194
888,889,22.507,22.585,22.877,22.944,23.048,23.136,22.674,22.718,1233.827,1278.505,1555.647,1444.178,1663.436,1739.508,1358.318,1357.69,C21H20N4O3,377.1599,22.76,1.2,1/1,0.003,1307.085,4.7097863542923015,1600.6922499999998,8.043612362750071,1.224627510835179,1.0205229256959825
889,890,28.573,28.629,29.011,29.163,29.239,29.33,28.78,28.812,8133.817,8833.89,9042.406,8710.819,9724.378,8844.367,8369.467,9158.168,C26H33NO2,392.2585,28.9,1.08,1/1,0.425,8623.8355,5.332606267431713,9080.4925,4.9595633210975665,1.0529528885378208,0.9749563782757599
890,891,1.939,1.995,2.073,2.066,2.051,2.143,1.989,2.005,183.204,188.214,167.091,246.517,238.774,186.049,191.977,225.677,C8H10FN3O3S,248.05,2.01,1.11,1/1,0.458,197.268,9.772111486605763,209.60775,18.63195863242569,1.0625532270819393,0.9572551595332786
891,892,22.899,22.879,22.897,22.917,22.907,22.939,22.9,22.888,7.197,6.616,7.722,11.657,7.327,6.465,5.984,6.606,C8H10FN3O3S,248.0487,22.93,1.17,1/1,0.566,6.60075,7.504653543631691,8.292750000000002,27.77635047286588,1.2563345074423364,1.0737901773011422
892,893,18.524,18.462,18.085,18.017,17.921,17.862,18.335,18.289,51740.159,51807.645,56142.802,55733.832,59299.149,61735.341,49950.936,51797.256,C29H31N7O,494.2657,18.09,1.04,1/1,0.445,51323.998999999996,1.7844596003304087,58227.781,4.859315216515605,1.1345137194005481,1.0908785763466808
893,894,8.01,8.022,8.069,8.07,8.067,8.068,8.043,8.055,128.3,165.791,189.999,241.361,221.185,192.106,145.972,151.239,C12H22O11,343.1204,8.02,1.42,1/1,0.003,147.8255,10.47326710475089,211.16275000000002,11.675305642305414,1.4284595688835824,1.0059574428757623
894,895,4.11,4.126,4.199,4.206,4.229,4.255,4.116,4.139,175.522,186.168,220.034,238.589,246.763,259.204,200.715,188.075,C18H18N2O3,311.143,4.12,1.36,1/1,0.006,187.62,5.506061211340148,241.14749999999998,6.813518824977037,1.285297409657819,0.9450716247483962
895,896,6.809,6.838,7.206,7.295,7.41,7.545,6.914,6.976,689.234,729.048,853.419,887.656,1035.771,1168.095,746.768,667.472,C18H18N2O3,311.1379,7.1,1.29,1/1,0.011,708.1305,5.118075318743177,986.23525,14.680188709953121,1.392730930245202,1.0796363800350404
896,897,3.691,3.688,3.662,3.619,3.608,3.846,3.669,3.673,2470.737,2265.69,2382.768,2622.998,2382.127,1357.822,2374.576,2304.015,C11H14ClN,196.0888,3.56,1.08,1/1,0.31,2353.7545,3.8274383025368675,2186.42875,25.791985580209193,0.9289111290068697,0.860102897228583
897,898,30.948,30.939,30.987,31.009,30.986,30.994,30.988,30.936,114.082,124.356,145.544,148.316,166.253,154.475,122.69,127.681,C16H14N2O3,283.1076,31.0,1.46,1/1,0.004,122.20224999999999,4.7441533277669725,153.647,5.984861625555411,1.257317275254752,0.8611762159279123
898,899,27.721,27.72,27.707,27.738,27.741,27.738,27.692,27.699,297.221,305.321,162.787,243.83,258.689,302.959,259.942,243.876,C14H25N3O9,380.1665,27.68,0.93,1/1,0.698,276.59000000000003,10.64049349252289,242.06625000000003,24.173766791054195,0.8751807729852851,0.9410545946078334
899,900,3.311,3.319,3.311,3.313,3.286,3.295,3.326,3.308,110.233,67.327,160.669,139.15,146.298,204.799,92.596,108.872,C16H16O5,289.1067,3.26,1.48,1/1,0.005,94.757,21.069779947354256,162.729,18.091200911060422,1.7173295904260373,1.1603578313689442
900,901,7.33,7.339,7.462,7.563,7.618,7.643,7.36,7.406,92.167,88.605,125.976,146.398,178.136,155.815,90.335,102.895,C16H16O5,289.1081,7.45,1.49,1/1,0.054,93.50049999999999,6.876593290025341,151.58125,14.2797561625723,1.6211811701541705,1.0880410537947454
901,902,9.363,9.372,9.714,9.732,9.833,9.879,9.475,9.545,76.908,68.404,106.207,105.214,146.986,150.106,80.254,89.591,C16H16O5,289.1071,9.58,1.38,1/1,0.015,78.78925000000001,11.118340837194728,127.12825,19.482046283100313,1.6135227838823187,1.169219408610376
902,903,14.856,14.838,14.526,14.469,14.381,14.321,14.747,14.668,559.189,531.029,703.393,642.838,683.228,649.783,603.748,655.764,C26H24ClN3O3,462.1575,14.56,1.17,1/1,0.032,587.4325,9.27958221924495,669.8104999999999,4.254655506978686,1.1402339843301144,0.9745589609659098
903,904,4.034,3.998,3.936,3.905,3.92,3.868,4.006,3.97,320.246,302.997,383.657,398.895,393.468,416.224,329.536,356.41,C16H16N2OS,285.1086,4.01,1.22,1/1,0.014,327.29725,6.815470846452527,398.061,3.4297161266359018,1.2162063689811018,0.9968904663779523
904,905,14.956,14.953,14.993,15.0,15.01,15.024,14.969,14.956,1378.907,1403.03,1638.09,1651.422,1632.973,1745.033,1454.161,1428.974,C16H16N2OS,285.1037,14.96,1.2,1/1,0.001,1416.268,2.2946406134072816,1666.8795,3.1603665655056803,1.1769520316776203,0.9807933597313503
905,906,10.682,10.69,10.695,10.711,10.725,10.744,10.685,10.678,554.992,523.383,542.891,612.015,633.983,584.714,556.205,497.235,C16H10N2O2,263.0813,10.67,1.15,1/1,0.118,532.95375,5.30014491740522,593.40075,6.613283608971293,1.113418847320241,0.968190302017601
906,907,4.135,4.143,4.063,4.049,4.055,4.045,4.124,4.093,182.55,194.936,250.322,279.185,301.616,347.374,249.626,200.764,C17H11F6N7O,444.1046,4.05,1.41,1/1,0.03,206.969,14.221785190176883,294.62425,13.901508594674286,1.4235187395213778,1.0095877585258
907,908,13.148,13.126,12.851,12.776,12.72,12.648,13.05,13.007,1749.589,1831.971,1738.717,2256.247,2358.434,2160.61,1753.848,1873.676,C21H27N7O,394.2313,12.87,1.18,1/1,0.082,1802.2709999999997,3.3751978479245293,2128.502,12.784661415799075,1.181011068812626,1.000856837976802
908,909,31.623,31.635,31.59,31.573,31.587,31.597,31.586,31.59,584.013,425.683,42.823,47.338,39.553,42.966,518.995,490.468,C21H27N7O,394.237,31.56,0.1,1/16,0.0,504.78975,13.011114234509035,43.17,7.400110442058498,0.08552075393765424,0.8552075393765424
909,910,13.041,13.053,13.027,13.005,12.984,13.08,13.036,13.042,916.722,981.842,1227.123,1266.656,1356.403,1160.946,992.418,1032.682,C23H27ClO7,451.1514,13.01,1.16,1/1,0.193,980.9159999999999,4.901075457869374,1252.782,6.521056643684414,1.2771552304172835,1.1009958882907618
910,911,3.509,3.528,3.548,3.544,3.554,3.553,3.522,3.519,403.843,394.264,421.316,479.944,539.22,542.305,403.398,353.966,C22H29N7O5,472.2297,3.49,1.07,1/1,0.433,388.86775,6.090217243141595,495.69624999999996,11.557959356305366,1.2747167899626544,1.1913241027688357
911,912,19.218,19.139,18.778,18.726,18.627,18.545,19.071,19.005,1296.642,1240.712,645.648,638.667,622.789,617.372,1282.963,1188.962,C19H16N8O,373.1569,18.85,0.55,1/2,0.0,1252.31975,3.8716230954072657,631.119,2.0989383990555552,0.5039599511227064,0.9162908202231025
912,913,31.647,31.67,31.63,31.657,31.66,31.654,31.679,31.651,76.563,92.216,88.237,44.905,56.447,45.193,62.535,48.131,C19H16N8O,373.1569,31.61,0.9,1/1,0.452,69.86125,27.039685209612497,58.695499999999996,34.780292962219264,0.8401724847465512,0.9335249830517235
913,914,24.403,24.415,24.432,24.423,24.433,24.443,24.377,24.396,557.538,534.409,588.181,571.397,586.846,565.761,473.077,514.86,C19H17N3O3,336.1341,24.39,1.12,1/1,0.097,519.971,6.884985827175817,578.04625,1.93490434564866,1.1116894019089525,0.9925798231329932
914,915,18.045,18.037,18.081,18.113,18.118,18.123,18.011,17.995,9315.841,8372.823,4471.014,4480.388,5855.496,6421.723,7934.467,7294.659,C16H13FN2O2,285.1049,18.04,0.72,1/1,0.061,8229.4475,10.314814522723145,5307.15525,18.607420689406194,0.6448981234766975,0.8956918381620799
915,916,11.424,11.427,11.436,11.43,11.426,11.433,11.433,11.424,10590.059,10326.326,11480.645,11198.023,10549.813,10068.619,10464.578,10299.856,C15H12N2O,237.1023,11.39,1.18,1/1,0.183,10420.204749999999,1.2889258739263694,10824.275,5.883826878133492,1.038777572964677,0.8803199770887095
916,917,7.627,7.637,7.835,7.89,7.981,8.026,7.667,7.681,8086.31,8794.182,6560.79,7046.187,7540.975,8138.187,9047.395,8934.903,C34H36FN5O2,566.2928,7.75,0.79,1/1,0.017,8715.6975,4.958745772305238,7321.534749999999,9.22864423488685,0.8400400254827567,1.0633418044085527
917,918,13.996,13.991,13.718,13.665,13.588,13.594,13.559,13.479,8832.189,8892.119,10443.895,11049.799,10470.094,10759.053,9034.825,10133.364,C22H18FN3O2,376.1408,13.77,1.26,1/1,0.008,9223.12425,6.643627788358557,10680.71025,2.663592827038531,1.158036036433099,0.9190762193913484
918,919,6.41,6.395,6.354,6.134,6.414,6.467,6.34,6.084,653.267,584.142,803.086,734.252,728.863,735.204,644.439,624.624,C21H19F4N7,446.1698,6.37,1.32,1/1,0.007,626.6179999999999,4.906652718910215,750.3512499999999,4.700090606441875,1.1974620103476121,0.9071681896572819
919,920,9.22,9.2,9.004,8.959,8.916,8.864,9.116,9.126,388.556,448.16,633.598,641.539,698.187,737.995,508.386,510.141,C21H19F4N7,446.1721,9.04,1.27,1/1,0.023,463.81075000000004,12.473878202219101,677.82975,7.281323475707644,1.4614360490782068,1.1507370465182731
920,921,14.765,14.764,14.795,14.803,14.805,14.826,14.766,14.768,630.745,614.932,704.03,759.378,766.097,885.57,669.389,639.266,C21H19F4N7,446.1655,14.76,1.27,1/1,0.008,638.5830000000001,3.5827012313297715,778.7687500000001,9.815421603410451,1.2195262792777133,0.960256912817097
921,922,5.421,5.436,5.611,5.621,5.679,5.738,5.454,5.464,145.947,127.411,192.636,239.634,233.467,242.16,170.021,176.391,C16H13NO2,252.1052,5.53,1.41,1/1,0.019,154.9425,14.557574644347838,226.97424999999998,10.213278356104508,1.4648934282072381,1.0389315093668356
922,923,8.417,8.433,8.58,8.658,8.732,8.784,8.445,8.476,237.491,204.075,249.023,268.206,271.055,291.486,246.752,234.914,C16H13NO2,252.0994,8.53,1.12,1/1,0.147,230.808,8.029500345230133,269.9425,6.437725224274174,1.1695543482028352,1.0442449537525313
923,924,13.362,13.378,13.355,13.35,13.353,13.349,13.359,13.341,273.77,302.643,239.167,230.001,293.491,267.351,304.72,283.358,C16H13NO2,252.102,13.34,1.17,1/1,0.108,291.12275,5.167750269837188,257.5025,11.176192331117491,0.8845152087907936,0.7559959049493963
924,925,5.735,5.739,5.719,5.696,5.714,5.708,5.7,5.682,3879.128,4046.791,4420.759,4193.262,3932.685,4203.038,4452.249,4451.23,C23H28N8OS,465.2177,5.67,0.94,1/1,0.474,4207.3495,6.901735249144307,4187.436,4.768525612618997,0.9952669727104914,1.0587946518196718
925,926,9.54,9.551,9.725,9.783,9.849,9.89,9.608,9.635,6163.617,5839.275,5600.508,6367.907,6694.724,7149.768,6205.937,5846.081,C20H22N2O5,371.1599,9.65,1.09,1/1,0.309,6013.727499999999,3.2972000350765853,6453.226750000001,10.113716455771716,1.0730826679459622,0.9844795118770294
926,927,4.151,4.164,4.117,4.108,4.109,4.113,4.118,4.109,345.828,379.048,566.395,578.023,677.261,659.436,426.062,372.705,C16H15NO2,254.1207,4.11,1.6,1/1,0.009,380.91075,8.760016165564807,620.2787500000001,9.057551467378861,1.6284096733946207,1.017756045871638
927,928,22.143,22.159,22.334,22.415,22.461,22.533,22.272,22.282,161.231,148.589,139.211,129.399,154.924,220.434,123.439,169.978,C17H15FN2O3,315.115,22.32,1.03,1/1,0.784,150.80925000000002,13.427156887224237,160.992,25.46635048064208,1.0675207256849295,1.0364278890144947
928,929,24.583,24.577,24.421,24.383,24.377,24.345,24.514,24.495,556.783,595.971,506.395,599.045,551.784,591.554,568.313,504.747,C17H15FN2O3,315.1139,24.44,1.02,1/1,0.787,556.4535,6.863517293051624,562.1945000000001,7.575793886698605,1.010317124431781,0.9905069847370402
929,930,31.625,31.646,31.62,31.614,31.613,31.638,31.609,31.606,286.261,222.597,320.276,306.272,296.45,326.549,238.968,198.222,C17H15FN2O3,315.1157,31.59,1.21,1/1,0.173,236.512,15.708166692361777,312.38675,4.350829829710048,1.3208071894872142,1.0915761896588547
930,931,18.093,18.081,18.275,18.327,18.402,18.454,18.094,18.133,14857.315,13453.728,14242.871,15247.951,16140.535,17904.3,11966.91,11331.793,C20H31N3O2S2,410.1984,18.19,1.19,1/1,0.232,12902.436499999998,12.228079569655218,15883.914250000002,9.783845259469617,1.2310786609955418,1.034519883189531
931,932,6.078,6.093,6.105,6.099,6.149,6.157,6.069,6.076,417.274,497.145,628.362,537.743,504.257,569.432,499.705,506.772,C24H27N5O3,434.2179,6.07,1.19,1/1,0.035,480.224,8.78000321903502,559.9485,9.430256617111613,1.1660152345572066,0.9798447349220224
932,933,22.797,22.804,22.794,22.807,22.808,22.82,22.798,22.786,1566.164,1664.848,1639.107,1648.073,1698.361,1634.399,1590.909,1641.639,C24H27N5O3,434.2243,22.78,1.09,1/1,0.033,1615.89,2.8034888386316448,1654.9850000000001,1.780579877928103,1.0241940973704893,0.9396276122665038
933,934,12.689,12.656,12.334,12.285,12.177,12.118,12.573,12.51,1518.433,1532.485,853.635,750.527,805.534,770.038,1627.07,1439.005,C25H30N6O,431.2612,12.39,0.52,1/2,0.0,1529.2482499999999,5.042704194621213,794.9335,5.695668625296253,0.519819787271295,0.9996534370601826
934,935,26.143,26.142,26.146,26.147,26.154,26.151,26.139,26.149,627.278,599.722,660.213,682.692,753.873,768.919,645.031,672.111,C19H14F3N3O3,390.1058,26.12,1.17,1/1,0.086,636.0355,4.784126176790733,716.42425,7.410427908315937,1.126390350853058,0.9627267956009042
935,936,14.639,14.639,14.371,14.479,14.715,14.862,14.606,14.613,976.738,1003.708,11035.899,11543.341,10264.732,11307.518,1123.437,1118.45,C27H26N4O2S,471.1803,14.58,8.2,16/1,0.0,1055.58325,7.228004739005989,11037.872499999998,5.033261128717657,10.456657492433685,1.2752021332236203
936,937,5.514,5.523,5.58,5.555,5.563,5.603,5.522,5.512,1344.785,1244.996,1530.963,1611.955,1735.934,1828.958,1315.802,1318.45,C24H25F3N6S,487.1856,5.56,1.43,1/1,0.0,1306.0082499999999,3.2715887342241867,1676.9524999999999,7.860126898489978,1.2840290250846425,0.8979223951640857
937,938,8.638,8.621,8.433,8.378,8.376,8.336,8.539,8.532,588.966,679.355,761.146,732.214,697.357,730.092,648.369,707.193,C24H25F3N6S,487.1857,8.46,1.15,1/1,0.045,655.97075,7.732257443713367,730.20225,3.571513614307177,1.1131628201409898,0.9679676696878172
938,939,5.654,5.673,5.55,5.467,5.462,5.43,5.611,5.571,43.893,42.603,41.383,38.746,44.29,46.268,39.311,40.937,C19H16N2O2S2,369.0726,5.56,0.85,1/1,0.347,41.68600000000001,4.780423296032097,42.67175,7.728023483305035,1.0236470277791103,1.2042906209166004
939,940,6.603,6.614,6.466,6.36,6.377,6.366,6.553,6.531,295.682,259.795,237.676,261.899,232.515,275.299,295.42,250.593,C19H24N8,365.2162,6.51,1.17,1/1,0.229,275.37250000000006,8.570671499112155,251.84724999999997,8.025524600711265,0.914569356054072,0.7816832103026257
