,Compound Name,/home/zzy/peakformer/resources/paper/qe-shift/SA1_Area,/home/zzy/peakformer/resources/paper/qe-shift/SA2_Area,/home/zzy/peakformer/resources/paper/qe-shift/SA3_Area,/home/zzy/peakformer/resources/paper/qe-shift/SA4_Area,/home/zzy/peakformer/resources/paper/qe-shift/SA5_Area,/home/zzy/peakformer/resources/paper/qe-shift/SB1_Area,/home/zzy/peakformer/resources/paper/qe-shift/SB2_Area,/home/zzy/peakformer/resources/paper/qe-shift/SB3_Area,/home/zzy/peakformer/resources/paper/qe-shift/SB4_Area,/home/zzy/peakformer/resources/paper/qe-shift/SB5_Area,Compound formula,mz,RT,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
716,717,2121194.112,2099201.852,1875328.038,1936358.49,1925445.265,1951285.449,1951921.228,2013094.342,1988582.159,2065138.428,C15H14F2N4S,321.0986,3.94,1.01,0.823,1/1,1991505.5513999998,5.575707393971492,1994004.3212000001,2.385409189193825,1.0012547139515848,0.9913413009421632
717,718,595840.992,667005.644,578420.964,558634.855,597750.829,602762.734,645542.869,778883.58,716260.418,752262.823,C14H12N4OS,285.0808,3.46,1.27,0.026,1/1,599530.6568,6.820219201978182,699142.4848,10.519301178982749,1.1661496820390786,0.9182280960937627
718,719,518541.867,664345.416,539598.008,532238.834,666571.772,663469.317,532092.341,512512.54,519807.768,520137.025,C21H18Cl2N2O4,433.0725,31.21,0.95,0.611,1/1,584259.1794,12.753392756206905,549603.7982,11.651808727166262,0.9406849178893704,0.9901946504098635
719,720,282955.708,307008.715,272627.827,271955.081,276675.145,267828.459,263697.903,305741.529,271864.402,267236.794,C25H33N7O2,464.2778,3.69,1.03,0.623,1/1,282244.4952,5.14392933526188,275273.8174,6.276179315406482,0.9753026970639036,0.9468958223921394
720,721,738240.966,775603.0,761743.762,760173.067,811318.261,791201.189,833831.436,824712.092,822345.98,819899.589,C25H25BrN6O2,521.1309,11.36,1.07,0.31,1/1,769415.8112,3.505698089969309,818398.0572,1.9660493786084143,1.0636616057104495,0.9940762670191117
721,722,9506577.261,8710476.253,9228909.575,9330254.832,9197857.276,10298566.76,8704729.63,8555002.9,8747412.852,8981234.938,C19H20FN5,338.178,5.67,0.98,0.707,1/1,9194815.0394,3.2230216405086956,9057389.416,7.844280540565757,0.985054008937523,1.0051571519770643
722,723,304981.71,291509.491,378537.871,309244.968,307681.102,300151.935,384026.024,313524.449,309273.848,311384.34,C9H7ClFN5O2,272.0349,14.77,1.07,0.488,1/1,318391.0284,10.787171795773297,323672.1192,10.54195103799422,1.0165868078209959,0.950081128804669
723,724,2266057.403,2334753.785,2566525.14,2312992.71,2250622.229,2493150.068,2588363.909,2329718.087,2424290.805,2480904.312,C23H21Cl2FN4O3,491.106,13.07,1.02,0.721,1/1,2346190.2534,5.447274200908797,2463285.4361999994,3.862389916371938,1.0499086477025084,1.0293222036299101
724,725,1824241.568,1751696.846,1714575.604,1694594.006,1711123.285,1708043.57,1555224.105,1528015.933,1541036.423,1588921.695,C20H17Cl2N9O2,486.0967,7.72,0.95,0.047,1/1,1739246.2618,2.9837945456735553,1584248.3451999999,4.597351962712202,0.9108821332526034,0.9588232981606352
725,726,3582357.782,3875209.73,3417649.962,3461025.271,3320628.358,3771769.564,3322443.481,3336624.936,3327536.306,3385045.306,C25H30N2O5,439.2235,30.7,0.99,0.79,1/1,3531374.2206,6.058875036044141,3428683.9186000004,5.640470595562627,0.9709205834371889,0.9807278620577665
726,727,6747695.352,6675059.346,6718742.558,6559971.441,7613707.919,5252420.911,4992277.789,4762844.943,5015197.108,5543118.501,C18H25N5S2,376.1631,9.3,0.86,0.127,1/1,6863035.3231999995,6.202511506964905,5113171.850399999,5.794945004348657,0.7450306766038763,0.8663147402370656
727,728,5494665.467,5947471.75,5262085.245,5254437.005,5869216.15,5560702.382,4917894.402,5037591.693,5085469.573,5159058.632,C25H22N2O2,383.1757,28.18,0.95,0.302,1/1,5565575.1234,5.904645743037316,5152143.3364,4.748448284084692,0.925716250731796,0.9744381586650485
728,729,4552329.543,5032503.607,4882719.321,4916137.309,5010807.534,5258165.576,5636374.146,5856893.051,6547285.227,6085372.018,C29H27F3N6O,533.228,18.1,1.27,0.004,1/1,4878899.462800001,3.956435787689242,5876818.0035999995,8.222282643950471,1.2045376315722016,0.9484548280096076
729,730,4747770.269,4834363.805,5591211.152,4653439.344,4513513.553,4058385.546,4782759.564,4234753.413,4123695.383,4127673.994,C28H41N7O3,524.3355,13.16,0.92,0.252,1/1,4868059.6246,8.65646305573461,4265453.58,6.939866568978377,0.8762122711984007,0.9524046426069572
730,731,276001.087,294383.109,274774.51,278030.012,272822.003,279957.96,272811.602,280818.361,291669.727,302914.162,C19H24N2S,313.1746,4.77,0.95,0.17,1/1,279202.1442,3.114130174316071,285634.3624,4.123344079330936,1.0230378538761953,1.0768819514486268
731,732,1242977.096,1658676.807,1579370.202,1537805.045,1576789.899,359714.789,373983.781,365376.261,399705.266,363684.913,C18H34N2O6S,407.2218,0.71,0.26,0.0,1/4,1519123.8098000002,10.565046546076585,372493.002,4.31681224038965,0.24520253029872557,0.9430866549950984
732,733,6116667.252,6035644.613,6838795.689,5860539.155,5709587.812,3289597.405,3164235.984,2923604.138,2944374.55,2986618.383,C20H23N,278.1907,12.4,0.55,0.0,1/2,6112246.904200001,7.127906727476045,3061686.0919999997,5.188074555220416,0.5009100810204798,0.9107456018554179
733,734,260577.872,244114.884,288574.678,245296.575,238908.351,233565.328,280297.583,228059.246,214428.566,212225.202,C25H37NO4,416.2801,14.59,0.92,0.142,1/1,255494.472,7.8979318206301645,233715.185,11.787298558149944,0.914756327878593,0.9943003563897749
734,735,178872.191,475006.452,464346.822,408406.479,427590.91,442613.793,490282.351,473895.273,493196.254,477234.784,C18H26ClN3O3,368.1742,0.52,1.26,0.266,1/1,390844.5708,31.09384491405744,475444.49100000004,4.231162366274604,1.2164541265773163,0.9654397829978701
735,736,516388.56,458893.368,479670.308,502455.1,486957.455,552801.622,489719.639,485860.599,489296.219,482069.111,C25H24FNO4,422.177,6.1,0.92,0.018,1/1,488872.95820000005,4.491673773529065,499949.43799999997,5.941724224666463,1.0226571742498969,1.1115838850542357
736,737,612088.495,646236.953,634583.299,606989.511,610549.219,598450.378,611836.755,595286.782,605512.618,594232.617,C16H21N5O2,316.1774,0.54,1.0,0.999,1/1,622089.4954,2.7847137271738065,601063.83,1.2414424592647195,0.9662015424541437,0.9662015424541437
737,738,168582.98,190641.596,170018.699,171805.59,170361.158,180879.228,182325.149,195695.77,193219.119,203841.876,C15H13NO3,256.0972,3.86,1.09,0.109,1/1,174282.00460000001,5.288432225366141,191192.2284,5.026208190916732,1.0970279395099405,1.0064476509265508
738,739,32109.284,35026.107,34316.309,31986.078,34031.004,34407.63,36101.33,34985.598,35008.706,32820.417,C19H17N5O2,348.146,3.27,1.03,0.755,1/1,33493.7564,4.089111458908397,34664.7362,3.4595327487417804,1.0349611368165321,1.0048166376859535
739,740,451904.169,443667.061,374185.294,409697.531,377178.95,376929.717,396571.083,481634.174,447012.462,464437.124,C14H17N3O2S,292.1118,3.23,2.31,0.001,2/1,411326.60099999997,8.799849546939402,433316.912,10.333832951454506,1.0534619228285702,0.45604412243661047
740,741,1575626.598,1566235.249,1786531.777,1575522.351,1552766.172,1505493.545,1749807.458,1462034.624,1454081.505,1499129.927,C27H31N7OS,502.2373,15.0,0.94,0.477,1/1,1611336.4294,6.1055969364948695,1534109.4118000001,7.994549658436294,0.9520726918407993,1.0128432891923398
742,743,50157.848,54305.431,54971.802,54180.897,55125.696,45796.134,46625.426,44752.211,43739.487,41570.305,C22H24BrFN4O2,475.1151,20.69,0.91,0.017,1/1,53748.3348,3.8110138984515,44496.7126,4.412845655578577,0.8278714636569541,0.909748861161488
743,744,1426383.111,1525842.737,1568461.189,1607526.74,1968580.128,1779062.074,2069334.721,1702000.85,1672666.902,1492907.72,C17H19N3O,282.1605,11.02,0.99,0.969,1/1,1619358.7810000002,12.755772159068076,1743194.4533999998,12.066243965473022,1.0764720418062805,1.0873454967740208
744,745,8280537.51,9012646.866,8183360.657,7817188.234,7926028.811,7625091.612,7693762.406,8573120.258,7581722.88,7621362.848,C15H24N2O4S,329.1535,3.22,0.96,0.599,1/1,8243952.4156,5.686626102692919,7819012.0008000005,5.416036771665853,0.9484542858355313,0.9879732144120118
745,746,2323319.989,2286126.171,2252230.02,2267775.444,2596815.412,2146424.236,1930108.136,2025159.743,2100165.111,2143113.978,C24H30O6,415.212,22.76,0.9,0.076,1/1,2345253.4072000002,6.101920417196018,2068994.2408,4.43447739008212,0.8822049823904419,0.980227758211602
746,747,790009.094,777566.954,891470.44,778966.227,903756.65,742957.952,891528.687,789971.199,789146.223,806067.681,C24H30O6,415.212,11.51,0.93,0.451,1/1,828353.8729999999,7.672706859690012,803934.3483999999,6.758616280223291,0.9705204195984969,1.0435703436542976
747,748,997127.557,935940.015,948572.025,950235.063,980606.173,936179.939,956593.33,1002453.169,962530.376,984332.732,C19H18N2O4S,371.1068,23.37,0.95,0.059,1/1,962496.1666000001,2.636982398980616,968417.9092,2.645508403607486,1.0061524843479828,1.0591078782610346
748,749,121797.291,141226.183,116845.38,121163.306,122673.187,136828.718,141622.278,140387.12,141877.898,147420.564,C46H62N4O11,847.4477,27.12,1.11,0.072,1/1,124741.0694,7.603564186631936,141627.3156,2.6930477537707347,1.1353703818736063,1.0228561998861316
750,751,639053.005,717820.311,592768.094,667302.12,605820.327,568983.137,550539.708,645047.508,551771.64,469730.155,C17H25N3O2,304.2024,3.13,0.91,0.155,1/1,644552.7714000001,7.7951452555593965,557214.4296,11.200641398173143,0.8644977639141991,0.9499975427628561
751,752,424925.262,453092.431,396798.794,396263.911,484198.074,506577.469,428656.217,424113.845,414184.787,420674.795,C22H22N2O4,379.1652,27.78,1.03,0.637,1/1,431055.69440000004,8.781400616474668,438841.4226,8.712064109617142,1.0180620005747452,0.988409709295869
752,753,29850.61,30136.017,34946.085,29921.086,31044.544,31131.17,36964.645,32981.7,33641.17,35202.357,C18H20FN5O4,390.1563,16.06,1.14,0.131,1/1,31179.668400000002,6.924135777860781,33984.2084,6.518482789673084,1.08994771734006,0.9560944888947895
753,754,1529837.475,1522376.175,1385165.44,1485287.047,1325201.953,1408984.533,1433707.639,1899306.369,1643361.607,1554079.435,C13H16N4O,245.1401,3.2,0.84,0.029,1/1,1449573.618,6.231166520830649,1587887.9166,12.475903632848656,1.0954172295097606,1.3040681303687627
754,755,1108952.387,1328805.798,1141839.342,1155561.192,1168673.859,1239125.731,1297672.752,1341287.88,1356713.292,1409316.119,C13H16N4O,245.14,4.52,1.11,0.067,1/1,1180766.5156,7.256984606345602,1328823.1548,4.822801845729737,1.1253902759300094,1.0138651134504588
755,756,693488.794,796332.548,771907.165,736374.549,760570.246,789851.128,773410.125,726002.04,754587.319,774551.012,C10H17NOS,200.1108,0.7,0.98,0.587,1/1,751734.6604,5.1958753181777055,763680.3248000001,3.2075390881145216,1.0158907990136357,1.0366232642996283
756,757,715394.006,802826.752,701465.345,703031.264,822118.251,794957.846,697115.63,688184.651,663683.216,667030.465,C21H30Cl2N2O5,461.1615,27.91,0.89,0.124,1/1,748967.1236,7.826894328740369,702194.3616,7.651424776174771,0.9375503135902932,1.0534273186407788
757,758,299554.747,343336.005,302217.898,281723.856,311688.005,332234.761,344355.184,419259.465,384201.791,397656.808,C20H30N4O2,359.2447,3.27,1.75,0.002,2/1,307704.10219999996,7.369746589850955,375541.6018,9.714195117660747,1.2204634228630054,0.6974076702074317
758,759,272743.69,357504.515,336877.9,340619.27,326815.811,325177.762,331425.364,328594.2,340282.224,335783.189,C18H23NO3,302.1755,0.74,1.01,0.84,1/1,326912.2372,9.861564929586164,332252.54779999994,1.7873346555774243,1.016335609354179,1.0062728805486922
759,760,626050.145,736704.951,759595.585,709194.215,698753.73,725108.615,720192.665,738790.906,709156.026,713092.185,C16H25NO4S,328.1582,0.7,0.97,0.527,1/1,706059.7252,7.176501948331723,721268.0793999999,1.6056810270602728,1.0215397559968344,1.0531337690689015
760,761,997204.07,1099509.138,1002048.033,994197.616,987222.823,999562.018,1033800.972,1042002.428,1099716.447,1123287.262,C26H30N6O3,475.2462,3.78,1.07,0.341,1/1,1016036.3360000001,4.622986691608364,1059673.8254,4.775929099795062,1.0429487488329352,0.9747184568532105
761,762,1037332.692,996628.503,970634.795,972944.771,977604.017,862187.893,909464.314,892414.467,882391.997,838287.022,C24H29ClN6OS,485.1903,8.34,0.92,0.098,1/1,991028.9556,2.80843888408331,876949.1386,3.142960287025856,0.8848875036845593,0.9618342431353905
762,763,147349.029,141222.939,141010.305,144348.634,140893.779,140367.765,130557.744,130449.171,131090.474,134161.153,C31H38N6O2,527.3142,8.09,0.91,0.005,1/1,142964.9372,1.9870341809128895,133325.26140000002,3.1649093396151717,0.9325731470331456,1.0248056560803798
763,764,73518.105,74802.095,71102.994,73822.33,81279.136,71830.591,73344.212,77418.525,79202.187,79476.92,C31H38N6O2,527.3141,9.86,1.06,0.189,1/1,74904.932,5.0919939251437585,76254.487,4.564935199383237,1.0180169044142513,0.9603933060511805
764,765,325226.067,345681.108,333072.765,322807.28,333418.478,253301.066,257376.167,234886.887,261380.345,265721.33,C27H31FN6OS,507.2349,3.92,0.98,0.412,1/1,332041.13960000005,2.696750343358593,254533.15899999999,4.68015843713607,0.7665711523175364,0.7822154615485065
765,766,248563.966,261311.409,220915.309,227281.853,244402.923,252534.848,241071.409,252113.669,266813.562,259460.986,C18H11N3O2S,334.065,4.51,1.02,0.661,1/1,240495.092,6.805988091321636,254398.89479999998,3.7604116632416353,1.057813249677461,1.0370718134092756
766,767,1374201.658,1588935.621,1392955.994,1368736.864,1370968.732,1373106.299,1400252.61,1409995.975,1476060.337,1515279.834,C15H15N7O,310.1415,4.2,0.97,0.676,1/1,1419159.7738,6.721540975957782,1434939.011,4.092463116714237,1.011118717914156,1.0423904308393361
767,768,127186.34,144949.458,173543.672,151271.531,199885.69,235647.349,320040.504,283442.443,281031.416,290034.524,C27H32N6,441.2756,10.66,1.47,0.025,1/1,159367.33819999997,17.61350664693685,282039.2472,10.729797746009485,1.7697431003462667,1.203906870983855
768,769,1122384.225,1161251.57,1050504.837,1036180.748,1040875.453,233120.173,237506.635,238459.369,250722.115,258117.564,C24H18FN3O2,400.1474,4.02,0.23,0.0,1/4,1082239.3665999998,5.205299451690627,243585.17120000004,4.280518794733269,0.2250751346860127,0.9785875421130986
770,771,147773.288,187242.396,186387.413,179135.547,177223.693,175116.394,178558.595,172901.322,180505.353,173355.682,C15H20BrN3O,338.0868,0.42,0.99,0.79,1/1,175552.4674,9.191036708314773,176087.4692,1.887387202345582,1.0030475322160013,1.0131793254707084
771,772,207043.623,201981.982,233015.171,203878.978,205235.021,182554.036,208258.111,187814.007,192406.878,191356.367,C18H21N3O2,312.171,15.48,2.02,0.436,2/1,210230.955,6.122229125444904,192477.8798,5.000240036448138,0.9155544187106033,0.4532447617379224
772,773,84221.79,135632.052,131431.214,117339.957,119804.886,121771.968,130942.982,120006.665,134175.774,129758.312,C14H16N2O,229.1339,0.43,1.12,0.335,1/1,117685.9798,17.181635652153112,127331.1402,4.814704396291061,1.0819567497877942,0.9660328123105305
773,774,228829.928,363780.429,344273.578,341426.039,332975.736,305274.734,326765.557,315090.074,336512.407,312495.137,C17H17N3O2,296.1398,0.55,1.02,0.781,1/1,322257.142,16.580527280369143,319227.5818,3.8770209067956958,0.9905989354302658,0.9711754268924174
774,775,2521807.36,1112319.349,2575491.807,2540465.171,2557968.932,2263993.348,2369724.918,1873490.972,2282857.68,2568117.493,C25H27NO2,374.2121,18.6,1.08,0.213,1/1,2261610.5237999996,28.42149202526288,2271636.8822000003,11.141486146200187,1.004433282519023,0.9300308171472434
775,776,1178028.482,1099393.929,1118117.665,1087397.141,1142748.781,1334219.028,1187653.145,1154917.018,1165914.758,1194889.127,C18H13N3OS2,352.058,5.79,1.06,0.073,1/1,1125137.1996,3.2180597181064057,1207518.6152,6.015452147736656,1.0732189955405327,1.0124707505099364
776,777,2778629.783,2990993.868,3603873.019,3153925.812,3682332.908,3394489.071,3333042.091,2770734.715,2748595.518,2746894.869,C18H17NO4,312.1234,20.7,0.92,0.618,1/1,3241951.078,12.048742465050355,2998751.2528,11.139664895868366,0.9249834993345941,1.0054168471028198
777,778,376822.018,460176.588,456314.978,438025.073,446876.773,428428.268,447073.221,431892.917,446122.594,426169.059,C21H23N3O5,398.1715,0.67,1.01,0.897,1/1,435643.08599999995,7.80202816179218,435937.2118,2.2821508121121186,1.0006751531458944,0.9907674783622716
778,779,167629.699,506244.162,469083.613,434128.066,448173.68,440955.128,497998.496,480005.793,507122.635,496224.104,C13H16N4O2,261.1352,0.67,1.17,0.409,1/1,405051.844,33.44639152380748,484461.2312,5.410072086690175,1.1960474649758661,1.0222627905776633
779,780,3257970.712,3446320.529,3251649.132,3145153.718,3094364.956,3161554.067,914294.166,3596259.709,2757957.444,2975057.848,C19H20N2O2,309.1601,5.31,1.14,0.116,1/1,3239091.8094,4.17720256916407,2681024.6468,38.5928143135381,0.8277087543550132,0.7260603108377309
780,781,465474.591,464718.028,467664.952,470922.304,466238.657,551461.956,489133.395,491831.376,501758.563,513400.692,C21H24N4O2,365.1967,7.11,1.07,0.108,1/1,467003.7064,0.5238609684730532,509517.19639999996,4.967974913637892,1.0910345879858736,1.0196584934447417
781,782,2022090.516,2012834.054,1966947.145,1959771.891,1933855.408,1867537.259,2168436.734,1999168.487,2408552.073,2128674.655,C24H23N3O5,434.1718,18.19,0.98,0.761,1/1,1979099.8028000002,1.882891304940228,2114473.8416,9.57228550678793,1.0684018252179475,1.0902059440999463
782,783,219532.483,316048.329,217306.533,216367.845,223630.377,218037.152,219424.643,216847.215,217700.645,221907.87,C21H15F4N5O2S,478.0963,26.88,0.93,0.428,1/1,238577.1134,18.19038809248871,218783.50499999998,0.9041370650942633,0.917034756109175,0.9860588775367473
783,784,240963.476,239962.23,261550.458,245032.397,244651.538,250505.224,236814.01,236866.164,239703.323,222505.995,C37H40N2O6,609.2975,3.84,1.04,0.493,1/1,246432.01979999998,3.546088775032149,237278.9432,4.211490816626351,0.9628576002119025,0.9258246155883677
784,785,667642.303,661808.691,660182.562,655274.58,748212.007,718476.52,640856.166,664057.929,657697.023,693262.196,C21H20N4O3,377.1609,21.99,1.02,0.623,1/1,678624.0286000001,5.769137082392215,674869.9668,4.572250156335646,0.9944681272077196,0.9749687521644309
785,786,2618703.508,3248747.622,2798002.661,2779756.934,3159027.619,2892105.573,2642305.972,2508639.544,2526134.989,2517144.892,C26H33NO2,392.2588,28.79,0.22,0.353,1/4,2920847.6688,9.227022111238407,2617266.1939999997,6.228358676587225,0.8960639138963643,4.073017790438019
786,787,16598.944,17603.544,16874.836,16546.573,16958.926,15355.383,16153.022,14368.14,18419.608,13902.889,C28H36O6,469.2562,18.42,1.18,0.168,1/1,16916.5646,2.4962016370453832,15639.8084,11.395573545803517,0.9245262717230424,0.7834968404432563
787,788,424062.058,439970.261,437731.786,440050.197,440048.373,485964.006,437630.077,463516.894,478990.865,478120.402,C18H18N2O3,311.1388,6.75,1.02,0.756,1/1,436372.535,1.5933599884672658,468844.4488,4.109358760435714,1.0744132849699168,1.053346357813644
788,789,272644.036,347845.748,332063.321,315977.202,326505.898,344126.439,346547.6,347573.662,332048.377,338090.443,C11H12N2O2,205.0974,0.56,1.05,0.425,1/1,319007.24100000004,8.889969914447015,341677.3042,1.9083751706572907,1.0710644157447196,1.0200613483283043
789,790,127479.979,133479.514,147620.201,129569.602,132369.525,143085.255,154749.906,153345.224,151143.382,152527.248,C26H24ClN3O3,462.1587,14.67,1.16,0.003,1/1,134103.7642,5.901387515346844,150970.203,3.0454044830402336,1.1257715538457644,0.9704927188325556
790,791,1079745.979,1049116.308,1262686.289,1072059.901,1075143.462,1075181.108,1294717.117,1083222.947,1052755.71,1085087.831,C14H10F3N5O2,338.0864,15.35,0.97,0.717,1/1,1107750.3878000001,7.89106705282015,1118192.9426000002,8.899485545366058,1.0094268121365673,1.0406461980789354
791,792,107608.922,97290.529,110432.302,93016.489,103772.068,69791.192,82735.176,70332.517,71335.21,76344.063,C16H10N2O2,263.0818,10.43,0.84,0.098,1/1,102424.062,7.035145363574495,74107.63160000001,7.391079021079489,0.7235373227045028,0.8613539556005986
792,793,417573.952,355761.273,431823.074,357669.235,450818.212,32739.032,34550.849,30434.009,30754.713,30684.046,C16H10N2O2,263.0819,20.88,0.25,0.172,1/4,402729.1492,10.834616912461192,31832.529799999997,5.586018844527259,0.07904203076244573,0.3161681230497829
