Compound Name,mz_x,rt_x,/home/zzy/data/raw-mzml/good-mzml/TOF_test/SampleA_3-20170326-960MIX_SampleA_4.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/SampleA_4-20170326-960MIX_SampleA_5.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleA_1.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleA_2.mzML,rt_x,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_2.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_3.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_1.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_4.mzML,Compound formula,mz_y,rt_y,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
793,502.2354,14.91,878782.6401788869,864739.8581643061,7941.11525423316,26232.778917269003,14.91,1493881.4936271796,287876.46748874354,1544366.0868203514,105483.23601918043,C27H31N7OS,502.2354,14.91,1.14,0.109,1/1,444424.0981286738,111.05073739026832,857901.8209888638,89.45225536342554,1.9303674679235692,1.6933047964241836
794,548.2492,29.35,213233.29612675085,226222.1692542646,195167.5858088988,198201.25706806476,29.35,193600.4375482323,185114.6566689895,209234.9525744653,185763.8476013097,C27H37N3O7S,548.2492,29.35,0.9,0.18,1/1,208206.07706449475,6.904380527288251,193428.4735982492,5.801171193709141,0.9290241491766449,1.0322490546407166
795,420.1304,6.32,239757.2754185564,203878.0638088031,227717.59117762663,266827.9264316372,6.32,199584.50192136783,87921.05880324103,186982.46417410427,17658.674187803532,C20H19F2N3O5,420.1304,6.32,1.12,0.457,1/1,234545.21420915582,11.162712111129851,123036.67477162916,70.05246408573208,0.5245755074836493,0.46837098882468686
796,342.1691,0.74,328060.3784024494,338857.43293058465,280123.83107642486,327607.1185316673,0.74,726166.719438513,819702.898190706,707875.7471562618,835906.2113961062,C20H23NO4,342.1691,0.74,2.72,0.007,4/1,318662.1902352816,8.226005307936092,772412.8940453967,8.380759348247867,2.4239238846475386,0.8911484870027715
798,255.1127,3.5,116023.1882844116,113861.69894857726,104465.65816720069,91469.64096596024,3.5,144035.6925329874,135940.36439771307,157444.47326279085,144703.02711944582,C15H14N2O2,255.1127,3.5,0.98,0.756,1/1,106455.04659153745,10.501394844017614,145530.88932823428,6.105271040341025,1.3670642584623425,1.3949635290432065
799,242.0805,2.09,3654306.7027558926,3181416.596878752,3911272.579137842,3129974.586859768,2.09,3215878.834397225,3281147.9003745867,3023929.080598481,3076694.455591961,C9H12ClN5O,242.0805,2.09,1.11,0.009,1/1,3469242.6164080636,10.882191040304592,3149412.5677405633,3.7928188318763025,0.9078098351626265,0.8178466983447085
800,315.0768,31.22,597.6067346664097,880.9600234177904,310.24592037927056,944.6546530214506,31.22,713.7612576151503,1049.9784851794864,1328.2085012410505,2041.9727925085824,C14H10N4O5,315.0768,31.22,1.03,0.337,1/1,683.3668328712303,42.57031939512967,1283.4802591360674,43.991951002976855,1.8781717189044775,1.8234676882567742
801,288.1597,2.39,2088547.4142929744,2060065.562709981,2081283.7241031453,1943026.5059346007,2.39,2359323.857792789,2472502.192436524,2467969.1022677147,1909534.7788565168,C17H21NO3,288.1597,2.39,1.19,0.013,1/1,2043230.8017601755,3.322531660298759,2302332.4828383857,11.598677399854957,1.1268097959638248,0.9468989882048948
802,415.2113,11.69,2991205.8329601623,2904214.4130247016,2866909.153783726,2813658.6699422123,11.69,4248074.58347147,4137494.788408267,4115020.8195057753,4352990.764907497,C24H30O6,415.2113,11.69,1.31,0.004,1/1,2893997.0174277006,2.5813347753512,4213395.239073252,2.6045276233090284,1.4559086321444399,1.1113806352247633
803,415.2117,27.03,12326467.627118848,10459782.353838852,12271705.961684532,11366086.349379595,27.03,12458269.503417984,14998789.754611349,16510149.459054813,15016986.333271127,C24H30O6,415.2117,27.03,1.34,0.012,1/1,11606010.573005456,7.599249212373832,14746048.762588818,11.403688915386127,1.2705527596956365,0.9481737012654003
804,371.107,4.08,207514.07154949175,168691.2143846516,208106.48273345755,201947.19390449525,4.08,207551.75145029003,208855.78438191907,185695.2104807936,163910.02124003554,C19H18N2O4S,371.107,4.08,1.0,0.964,1/1,196564.74064302404,9.558341440998426,191503.19188825955,11.092721652966935,0.9742499659999724,0.9742499659999724
805,371.1059,23.73,2046910.332447952,2053169.405256799,2081035.65134492,2012857.13877869,23.73,2467681.311742368,2267341.367618209,2414575.1563771074,2354449.761972593,C19H18N2O4S,371.1059,23.73,1.21,0.001,1/1,2048493.1319570905,1.3672396634004502,2376011.8994275695,3.6176026990838697,1.1598827754709502,0.958580806174339
806,371.1008,31.48,1451.1761515326727,1689.3548049041783,2851.9292123444384,1975.040545820868,31.48,168979.31967598406,46369.230889195744,107820.93683106276,257114.22579703917,C19H18N2O4S,371.1008,31.48,1.08,0.842,1/1,1991.8751786505393,30.727802121089216,145070.92829832045,61.9810193578717,72.83133494168217,67.43642124229831
807,371.1016,32.13,2627.094059164196,1916.9802944007504,1356.2955922861152,2957.4291833682937,32.13,4275.448382138067,2245.841999074428,1277.6338732266397,4526.474149305743,C19H18N2O4S,371.1016,32.13,1.42,0.53,1/1,2214.4497823048387,32.43009526776821,3081.3496009362193,51.195790544020625,1.3914741375300441,0.9799113644577776
808,371.1016,32.91,594028.7853757108,600958.0375595809,964018.0838173518,684970.1218200381,32.91,471214.9938850323,476563.9134410469,545291.5788074257,1348627.502140667,C19H18N2O4S,371.1016,32.91,0.91,0.795,1/1,710993.7571431703,24.426833320037936,710424.497068543,60.077262617368774,0.999199345888894,1.0980212592185647
809,371.1012,34.05,100970.37435128904,103302.44403835988,179270.66853696184,114015.41780187766,34.05,76417.79545933721,75334.46713922096,106478.08348671196,229165.5295796985,C19H18N2O4S,371.1012,34.05,0.87,0.732,1/1,124389.7261821221,29.765796711034742,121848.96891624216,59.89842402572049,0.9795742193196891,1.1259473785283782
811,412.1911,32.63,1016573.9775761676,953261.5394255328,1079876.1662717646,1083527.891443448,32.63,1224935.8360316427,1008197.3204462534,1242916.7493871097,1079375.0544296252,C24H26FNO4,412.1911,32.63,1.15,0.202,1/1,1033309.8936792281,5.959962974755313,1138856.2400736576,9.992061200899723,1.1021439425288173,0.9583860369815803
812,296.1837,5.31,1481391.0864774035,1365962.2723994486,1239031.484105468,1307060.0685806577,5.31,1572412.9851216176,1422457.283142766,1865366.2056542272,1160922.8168630977,C16H25NO4,296.1837,5.31,1.34,0.025,1/1,1348361.2278907443,7.619499060069959,1505289.822695427,19.54250706953439,1.1163846835392677,0.8331228981636325
813,379.166,4.7,278894.8447303729,134861.77490836458,12102.000175316702,44665.8758972323,4.7,94275.09625731298,5062.195678590974,514168.39064916654,5427.077365166388,C22H22N2O4,379.166,4.7,0.96,0.344,1/1,117631.12392782161,101.49677815276146,154733.18998755922,157.21976407273144,1.315410282762438,1.3702190445442064
814,379.1652,7.85,340274.1528791551,323183.89669849444,271684.3902228601,330102.3265294173,7.85,148788.93823117245,66800.66352146081,295938.6528086202,31529.352210764795,C22H22N2O4,379.1652,7.85,1.4,0.004,1/1,316311.1915824817,9.663894873695872,135764.40169300456,86.57584178167215,0.4292115021722286,0.3065796444087347
815,379.1615,9.66,323767.1217012424,285718.14294751553,365485.5588693985,342060.87914006587,9.66,212.6235692923989,74.47804493669611,247.07621206125052,45.082671983912896,C22H22N2O4,379.1615,9.66,1.37,0.006,1/1,329257.9256645555,10.227847505787253,144.8151245685646,68.99504995371633,0.0004398227446652286,0.0003210384997556413
816,379.1651,25.56,106237.53778446304,110995.38020987374,315436.1899813051,260274.5363418108,25.56,180883.9953516317,213087.3037108765,150070.5001916862,188534.8805285053,C22H22N2O4,379.1651,25.56,1.08,0.838,1/1,198235.91107936317,53.433008645135814,183144.16994567492,14.184655440848445,0.9238697920497043,0.855434992638615
817,285.07,9.1,162456.45777597424,165113.39977077182,122306.14891644004,144754.95741553998,9.1,177160.59825821954,148667.64164937782,178307.09248346172,153942.43852878315,C15H9FN2O3,285.07,9.1,1.05,0.473,1/1,148657.7409696815,13.289205801270338,164519.44272996054,9.370922636068691,1.1066994672246098,1.0539994925948664
818,376.14,13.73,8848161.697828963,10350223.896836707,1517518.4782503988,3220467.857294497,13.73,11883063.229847817,9204778.57010719,10231881.15775162,5228195.901523287,C20H25NO2S2,376.14,13.73,1.17,0.018,1/1,5984092.982552641,71.45700283348798,9136979.714807479,30.970632457712078,1.5268779648724489,1.3050239016003837
819,227.1142,10.72,112098.76100985968,149539.55563722402,15834.312307416762,43747.38616364636,10.72,248908.58063587692,306575.6725262599,188226.8483750616,185131.91816940776,C9H14N4O3,227.1142,10.72,1.18,0.169,1/1,80305.00377953671,76.41561109863724,232210.75492665154,24.813374099090037,2.8916100367063726,2.450516980259638
820,460.192,26.63,107686.15289016344,91182.6113993624,99079.95895888844,114188.25791600776,26.63,154756.71998914043,144944.4277654786,145421.8504079225,142480.80366515505,C25H25N5O4,460.192,26.63,1.2,0.028,1/1,103034.24529110552,9.740224536443613,146900.95045692415,3.6714584876785916,1.4257487890737766,1.1881239908948138
821,200.1103,3.39,100153.26531200104,111077.89094208136,90990.54928614736,84446.32012602697,3.39,60723.079824264336,58896.23297500207,69733.80108106005,59623.09017235361,C10H17NOS,200.1103,3.39,0.98,0.834,1/1,96667.00641656418,11.96594620137127,62244.051013170014,8.112139748126078,0.6439017129065073,0.6570425641903136
822,186.0886,3.19,14372.041294038629,10024.739791993708,8532.226502212283,5359.675269588917,3.19,16742.593666759924,19782.807993181264,14811.123368788532,23332.101768960747,C12H11NO,186.0886,3.19,0.95,0.789,1/1,9572.170714458383,39.121555378841734,18667.156699422616,19.94343321850154,1.950148744341408,2.052788151938324
823,308.1404,9.21,738898.8713402062,709505.485473363,623562.9420774428,618457.4006444453,9.21,43.25115562378124,23.327617280591355,123.23088266567788,19.420647149589065,C15H21N3O2S,308.1404,9.21,1.29,0.005,1/1,672606.1748838644,9.040968439185319,52.30757567990988,92.56807110274688,7.776850352130885e-05,6.028566164442547e-05
824,109.0754,3.48,21165.228551594308,17206.724112307566,21298.275385293487,16745.20104009015,3.48,53505.92449079267,46117.28334672376,47228.944704186135,60844.00430599349,C6H8N2,109.0754,3.48,1.18,0.135,1/1,19103.857272321377,12.902594441368631,51924.03921192401,13.05399713951536,2.717987182994408,2.303378968639329
825,109.0755,4.86,2850.98004841834,5617.584995301377,204.2416507904312,51.44733798483781,4.86,132763.0325143342,122476.2987800652,138610.49056636417,66005.24509444527,C6H8N2,109.0755,4.86,1.76,0.028,2/1,2181.0635081237465,120.44050692653457,114963.76673880222,28.977340968452474,52.70995838067066,29.948839989017422
826,478.3273,27.91,1919.756928003323,1509.9214271969815,3728.036581543199,3364.231351820176,27.91,3659.608218190411,4411.230413970639,2090.7916663218225,3306.4267898892085,C21H43N5O7,478.3273,27.91,1.04,0.881,1/1,2630.4865721409196,41.084022267482965,3367.0142720930203,28.735909371368574,1.279996753358315,1.2307661089983797
827,313.1733,5.01,253764.1219403454,164565.32040340983,8831.588094154817,35736.21828476282,5.01,658.273016040526,858.3879582193961,248.4518321771525,937.1030920160028,C16H20N6O,313.1733,5.01,1.2,0.166,1/1,115724.31218066822,98.85878260373838,675.5539746132694,45.588933945507534,0.005837614947830477,0.004864679123192064
828,313.174,12.26,2985833.3809045143,3731091.7262584586,138150.1545210943,550980.4547018309,12.26,3316707.718512736,559675.3262421398,2779626.5132942228,77830.7001538057,C16H20N6O,313.174,12.26,4.57,0.0,4/1,1851513.9290964745,95.84021135938916,1683460.064550726,95.2279006368916,0.9092343503849536,0.19895718826804235
829,313.1772,32.37,599238.0396506897,549826.1177107058,483769.3804199726,537820.7446630194,32.37,461343.3452514353,516508.21934258414,552583.2638626905,539565.4790989438,C16H20N6O,313.1772,32.37,0.97,0.774,1/1,542663.5706110969,8.737072008081787,517500.07688891346,7.787441870913028,0.9536296610184342,0.9831233618746744
830,330.1487,26.76,449105.4674651452,443822.7184408818,59009.47231704528,219226.18474148156,26.76,453076.29840707337,239624.68772338852,550247.3588258284,167040.2514486723,C19H20FNO3,330.1487,26.76,1.27,0.026,1/1,292790.96074113843,64.59554534790028,352497.1491012407,50.84199852568689,1.2039208731340907,0.9479691914441659
831,433.222,29.95,368108.1836630209,387924.7457313652,305127.78860538814,319067.81852335844,29.95,487030.69783477054,459518.8796782232,497999.1756734012,493876.6652806781,C24H32O7,433.222,29.95,1.13,0.126,1/1,345057.13413078315,11.395942718296853,484606.35461676825,3.5752617064950343,1.404423519129714,1.2428526717962072
832,234.1125,29.47,195374.6637646302,179625.78057060484,194614.90757211205,203379.82228857145,29.47,224708.7032127228,233194.35970206663,223086.3006103812,211099.51377907253,C13H15NO3,234.1125,29.47,1.18,0.064,1/1,193248.79354897962,5.1279784210230135,223022.2193260608,4.080653217687318,1.1540678481365783,0.9780236001157443
833,234.1125,30.43,79080.09489225259,78986.45465242708,80007.98639660559,78001.86567249188,30.43,58904.56190791173,58854.56686723395,53882.31535052063,54794.47265358968,C13H15NO3,234.1125,30.43,1.17,0.038,1/1,79019.10040344429,1.0377875939247754,56608.979194814,4.678123592883427,0.7163961485993647,0.6123044005122776
835,154.0855,3.4,12875.577716835263,17954.39341302291,10206.29747344441,13008.204108778857,3.4,17294.66941384841,20683.21524798409,16644.704736705695,9209.00151942108,C8H11NO2,154.0855,3.4,1.83,0.128,2/1,13511.118178020359,23.91489330317562,15957.89772948982,30.299171227089882,1.1810937865564552,0.6454064407412323
836,154.086,31.63,1734.2636625067862,2572.022782219286,4477.595993794574,1972.0091678987897,31.63,8327.745491115094,11084.40177751464,11495.154555103103,10475.1068531483,C8H11NO2,154.086,31.63,0.21,0.037,1/4,2688.972901604859,46.24183027399019,10345.602169220285,13.61927879420683,3.847417786562937,18.32103707887113
837,154.0859,31.89,77632.35369987288,88740.4271730074,62016.9148769872,78509.82099085972,31.89,7805.463269443448,11471.259346982784,9785.263752434324,11538.715392515584,C8H11NO2,154.0859,31.89,0.14,0.0,1/4,76724.8791851818,14.370612839437245,10150.175440344035,17.350179779610002,0.1322931433472284,0.9449510239087741
838,226.1114,10.84,1231991.1918236655,1470371.4344876567,447713.0425190716,630874.9473092551,10.84,5281171.041045335,5952336.516513848,3933935.631606051,3182351.252570935,C12H11N5,226.1114,10.84,1.15,0.078,1/1,945237.6540349122,51.26157178309935,4587448.610434042,27.416456808420936,4.853222457708615,4.220193441485752
839,156.1015,3.36,54066.87878988328,46949.11248656319,54672.14002146578,35417.62950889728,3.36,48066.42733919522,46898.66466323733,24005.97249049213,70046.67721783325,C8H13NO2,156.1015,3.36,1.18,0.074,1/1,47776.44020170238,18.74233610900132,47254.43542768949,39.7929393526467,0.9890740128019355,0.8381983159338438
840,225.0915,11.03,2884.1627269222768,4961.222138820972,1632.3927527761102,1565.7210369224613,11.03,186234.4575788379,126248.82485501838,218106.3602581648,44144.58120459088,C15H12O2,225.0915,11.03,1.08,0.176,1/1,2760.874663860455,57.49275889122506,143683.555974153,53.24891515085128,52.04276668367272,48.187746929326586
841,325.1131,25.71,194403.3322122663,211752.1099835561,251851.300437071,147450.80290639077,25.71,43.91371340496436,21.897457626622707,74.11834984833946,48.32092631414139,C13H16N4O6,325.1131,25.71,1.94,0.015,2/1,201364.38638482103,21.47900453977316,47.06261179851698,45.51958366459731,0.00023371864629814497,0.00012047352901966236
842,265.1912,2.24,1784090.8842321136,1636000.664539292,1865511.3249449432,1650065.0128376214,2.24,1588564.4719795322,1608517.277719519,1570979.9175902768,1500300.5891760536,C15H24N2O2,265.1912,2.24,1.2,0.113,1/1,1733916.9716384925,6.357395047713372,1567090.5641163453,3.005140499060053,0.903786392168189,0.7531553268068242
843,249.1963,1.42,1608226.632381931,1396890.1574004183,1553011.7344550798,1878921.9120593343,1.42,1616875.607575746,1738013.667612499,1680747.4749831816,1474333.4921007426,C15H24N2O,249.1963,1.42,0.96,0.596,1/1,1609262.6090741907,12.478874073685477,1627492.5605680423,6.97163248275807,1.0113281396032305,1.0534668120866986
844,249.196,19.17,1350.7281779642308,2255.787615569228,138.71618598550427,315.04122979670984,19.17,839030.9728943958,913592.4518171332,827697.4766891641,858090.279056421,C15H24N2O,249.196,19.17,1.5,0.034,1/1,1015.0683023289182,97.02793463225896,859602.7951142786,4.43405533086074,846.8423190262686,564.5615460175123
845,397.1736,10.12,1508971.0363582557,1408667.5437637535,1390748.8546302705,1410482.6450739745,10.12,1430960.7757966432,1438538.0082585276,1354495.3932758572,1421225.218834382,C21H24N4O2S,397.1736,10.12,1.25,0.069,1/1,1429717.5199565636,3.747660766485452,1411304.8490413525,2.7301116260085156,0.987121462346093,0.7896971698768744
846,481.2147,12.76,7502794.890341615,8353457.563057404,1484272.6997311504,3148981.5278512137,12.76,2685355.4204579466,1969717.9975805792,2429898.899490827,696428.0750828225,C26H24N8O2,481.2147,12.76,0.28,0.0,1/4,5122376.670245346,64.97923768515062,1945350.0981530438,45.426448635197545,0.37977490203973374,1.3563389358561917
847,410.0126,29.58,20078.35889932106,16747.032241344987,26047.07981196057,15007.97164579757,29.58,11641.305423625096,8791.906779573445,14988.96984051609,8117.522992839764,C18H10F3NO3S2,410.0126,29.58,0.37,0.01,1/2,19470.11064960605,24.977805719880294,10884.9262591386,28.786572843722837,0.5590582639733915,1.5109682810091662
849,434.1698,18.48,3992732.546728931,4581506.567759421,3121374.398587812,3342079.725136501,18.48,7018883.931285735,8083548.011759971,4947305.383671836,6181444.995722664,C22H22F3N3O3,434.1698,18.48,1.39,0.021,1/1,3759423.309553166,17.58766876801509,6557795.580610051,20.222151656313127,1.7443621110572651,1.2549367705447951
850,478.1589,8.61,909935.1041130382,920703.1051660964,945985.2137044108,916243.3374768562,8.61,1141926.1995615412,1225389.3102161284,1057704.2952120395,1124393.947302005,C21H24FN5O5S,478.1589,8.61,1.11,0.301,1/1,923216.6901151004,1.7123578431611348,1137353.4380729287,6.0667495652976235,1.2319463569610416,1.1098615828477851
852,310.141,4.22,1302119.4046120364,1273930.856092197,1002856.6090516932,1164714.6416506504,4.22,1356741.3569919844,1186720.0245958446,1286389.8150693718,474308.5196578589,C15H15N7O,310.141,4.22,1.4,0.003,1/1,1185905.3778516443,11.439275977719785,1076039.929078765,37.84001289947832,0.9073573230843183,0.648112373631656
853,471.1799,14.46,1514643.2280052835,1606851.4423291846,972260.5377095344,1222839.4165234284,14.46,2611976.6505028945,39743.63623611968,606069.7013562459,3143.6628064348624,C30H22N4O2,471.1799,14.46,7.96,0.0,16/1,1329148.6561418578,21.72739245894565,815233.4127254238,150.78076545733043,0.6133500635600954,0.07705402808543911
