Compound Name,mz_x,rt_x,/home/zzy/data/raw-mzml/good-mzml/TOF_test/SampleA_3-20170326-960MIX_SampleA_4.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/SampleA_4-20170326-960MIX_SampleA_5.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleA_1.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleA_2.mzML,rt_x,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_2.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_3.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_1.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_4.mzML,Compound formula,mz_y,rt_y,Fold change,Compound concentration ratio,p-value,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
850,478.1589,8.57,933915.5088658984,926837.4705281636,1030241.666078184,983568.2519570856,8.57,1135333.5733863653,1161536.6823584558,1063486.9261431166,874064.3221609257,C21H24FN5O5S,478.1589,8.57,1.11,1/1,0.301,968640.7243573329,4.976452009178808,1058605.3760122159,12.263498834033,1.0928772138034688,0.9845740664896114
851,507.2315,14.93,1844046.73228333,2263067.65735781,19496.159784284384,65024.92203548912,14.93,2536541.4927178184,738624.9360670671,1327984.6361663782,121887.72413792828,C27H31FN6OS,507.2315,14.93,1.06,1/1,0.154,1047908.8678652284,112.02332096776297,1181259.697272298,87.11023778917837,1.1272542236222585,1.0634473807757154
852,310.141,4.12,762078.6387771174,754397.2506142249,795647.5453007182,795783.2461254535,4.12,1360160.796093061,1238152.6982052238,1261060.2954834236,516151.1738924771,C15H15N7O,310.141,4.12,1.4,1/1,0.003,776976.6702043785,2.813951646544573,1093881.2409185464,35.5409534786278,1.4078688368220995,1.0056205977300712
853,471.1799,14.58,1373148.5464649969,1101943.9653223257,982547.8877994274,1242902.7547232134,14.58,509872.9084578704,4936432.958362043,69838.77465730724,45148.45965185895,C30H22N4O2,471.1799,14.58,7.96,16/1,0.0,1175135.7885774907,14.428701120455836,1390323.2752822698,170.7296037270472,1.1831171246731111,0.14863280460717476
854,434.1953,27.82,432668.56186300993,407066.9453221976,611211.4780807544,447555.2102391423,27.82,618306.3903426554,658297.7086406297,559951.0148210586,672989.8645841877,C25H27N3O2S,434.1953,27.82,1.24,1/1,0.075,474625.548876276,19.50586667124164,627386.2445971328,8.056846134505513,1.3218551889642964,1.0660122491647552
855,354.0787,5.67,393781.2811938193,317439.09680316166,418005.39339818346,385640.097647179,5.67,312317.55986978544,477663.9394289675,126898.94493919422,528848.1168819967,C14H16ClN5O2S,354.0787,5.67,1.12,1/1,0.325,378716.4672605858,11.381149098877748,361432.14027998596,50.249723186410264,0.9543607725705074,0.8521078326522387
856,514.2009,7.15,170098.0362549564,121676.83035093718,9051.180839168674,30371.99474035721,7.15,354375.0718651422,687378.6817907677,338149.9981452453,589653.4579248484,C27H27N7O2S,514.2009,7.15,1.19,1/1,0.324,82799.51054635487,91.76663014694377,492389.3024315009,35.23870978512302,5.946765858668203,4.9972822341749605
857,514.2063,8.74,874067.0427785728,882084.8002849852,810771.6927013585,941349.355014256,8.74,1467190.3401732957,1445484.741064671,1081975.8268920134,1027342.977830128,C27H27N7O2S,514.2063,8.74,1.26,1/1,0.032,877068.222694793,6.090880651310723,1255498.471490027,18.57011404007431,1.4314718501971335,1.136088769997725
858,174.0574,4.43,166951.96224102273,178660.17039458486,58488.98445341806,91131.69929602883,4.43,216368.2281482857,252953.74593725268,162974.37977532265,190258.1345349251,C10H7NO2,174.0574,4.43,1.55,1/1,0.005,123808.20409626362,47.106985500753154,205638.62209894654,18.645996980786496,1.6609450367203287,1.0715774430453733
859,174.0528,13.41,49207.97814518456,45107.47796707554,46858.23807828272,43001.62853129016,13.41,8134.713183407568,748.6969456235502,8271.681110845862,237.14868497802817,C10H7NO2,174.0528,13.41,1.1,1/1,0.072,46043.830680458246,5.719670055485443,4348.059981213752,102.50032897742274,0.09443306338669036,0.08584823944244577
860,365.1583,4.28,242286.02467953577,222321.52123748756,278144.5119092792,218021.64381058764,4.28,202165.832152664,194958.2776069454,158032.96408807556,245931.84561808693,C20H20N4O3,365.1583,4.28,0.89,1/1,0.466,240193.42540922255,11.416021226730383,200272.22986644297,18.00505127356522,0.8337956358515434,0.9368490290466779
861,454.2623,4.83,1450146.9401048291,1043603.06678365,895049.9824133194,1220456.4672702327,4.83,1981929.567573243,1088014.7866090103,1851588.1250508924,241160.982704031,C28H31N5O,454.2623,4.83,1.05,1/1,0.553,1152314.114143008,20.740127884802735,1290673.3654842942,62.224916491642745,1.120070777267348,1.0667340735879505
862,463.2551,6.11,254329.58573141304,273023.80461369106,113895.47899703018,133533.2642087357,6.11,224661.7332141128,253417.2515741412,160173.79402726525,296534.40789152094,C27H31FN4O2,463.2551,6.11,1.19,1/1,0.104,193695.53338771747,42.10828043632272,233696.79667676007,24.487634653062823,1.2065161885223892,1.0138791500188145
863,396.171,10.27,5158441.031642796,5031391.409265355,4676735.40093147,4693288.993075917,10.27,6226542.115412321,6400905.40636103,5960777.7258191295,5981287.400934751,C20H21N5O4,396.171,10.27,1.29,1/1,0.003,4889964.208728884,4.956470566667158,6142378.162131808,3.42595564551647,1.2561192474920957,0.9737358507690664
864,378.1598,9.51,1223673.420076651,1076205.2476192713,1275526.7477398408,1388084.204307631,9.51,1475743.7241776097,1526437.0838015508,1264365.580980686,1688058.7596276847,C22H20FN3O2,378.1598,9.51,1.34,1/1,0.029,1240872.4049358484,10.433360106572891,1488651.2871468829,11.741959055167976,1.1996811930263243,0.8952844724077046
865,400.1473,4.07,1950279.9990164968,1786725.201466959,1679448.6133059876,1593920.8042691746,4.07,438260.7898343833,550952.9302119038,316017.2224676912,757999.6552761439,C24H18FN3O2,400.1473,4.07,0.35,1/4,0.001,1752593.6545146545,8.763735303843296,515807.6494475305,36.411565213786254,0.29431103331842945,0.8408886666240842
866,400.1472,4.68,668217.9706759829,768912.715337512,781601.1286718972,544923.0837336662,4.68,832597.4633318547,1149246.5100562214,764888.8092182323,1201724.6350113568,C24H18FN3O2,400.1472,4.68,1.39,2/1,0.056,690913.7246047646,15.885031087149942,987114.3544044163,22.318174255841388,1.428708562663294,1.0278478868081253
867,400.1427,27.69,608057.1661166407,556474.01654877,545951.6946880936,575089.7324314866,27.69,726007.3676619056,699973.5613279837,645794.7868847452,667821.5707920063,C24H18FN3O2,400.1427,27.69,1.22,1/1,0.06,571393.1524462478,4.769126405669889,684899.3216666603,5.153799779023313,1.1986481089849783,0.9824984499876872
868,284.1099,21.32,454802.9968868082,463555.6500994554,423842.31486499886,391759.1483316775,21.32,352806.2027108511,431492.5256905669,338844.3571798896,461738.1709217269,C12H17N3O3S,284.1099,21.32,1.16,1/1,0.202,433490.027545735,7.525602712957817,396220.31412575865,15.082328725903125,0.9140240581058252,0.7879517742291597
869,571.3095,14.79,1258324.476626498,1501373.701776668,179243.00410158053,408617.0936957114,14.79,359514.65794588684,94758.1716629185,159162.953638372,8143.533680661867,C31H38N8O3,571.3095,14.79,1.24,1/1,0.062,836889.5690501145,76.6682850870817,155394.8292319598,96.19801083433399,0.1856814028741401,0.14974306683398395
870,258.033,6.29,258431.10307209703,270149.65581975994,268047.01035226654,245244.0999446981,6.29,321865.9904914275,349430.27629966446,307701.7192633274,330538.68915234134,C12H7N3O2S,258.033,6.29,1.24,1/1,0.057,260467.9672972054,4.361060541760532,327384.1688016902,5.331073047133867,1.2569076044123708,1.013635164848686
871,114.1272,12.32,40729.3452325054,48120.04943686056,10250.505027535728,26020.738423071125,12.32,33687.30028128116,3296.7056718526883,54131.11841574447,284.4809707230136,C7H15N,114.1272,12.32,5.6,4/1,0.0,31280.1595299932,53.58296237147655,22849.901334900333,112.64384223648935,0.730491841417578,0.13044497168171035
872,500.1895,24.39,311107.8729414999,368036.6753510365,380345.1886730697,349166.3021567563,24.39,1401748.8893035632,1207540.7302368798,1400423.5742422787,1202304.7290622802,C26H22FN7O3,500.1895,24.39,1.12,1/1,0.007,352164.00978059054,8.582744431447441,1303004.4807112506,8.69348611992174,3.699993311420619,3.3035654566255523
873,370.1372,28.14,9539292.520140998,8525612.677797861,10003579.84702128,8643684.717577405,28.14,10042518.060735304,10261568.595089924,9744540.454177534,9564883.89323119,C17H18F3N3O3,370.1372,28.14,1.09,1/1,0.043,9178042.440634387,7.7637244792919144,9903377.750808489,3.125725572028775,1.0790294133924234,0.989935241644425
874,445.1603,5.23,407841.08194429486,362799.7790901993,290203.5708556448,302661.1352592008,5.23,420709.1696137408,523442.5008176846,223851.29637134643,516227.4634074532,C20H21FN6O5,445.1603,5.23,1.23,1/1,0.005,340876.3917873349,16.06186006230892,421057.6075525562,33.14494878459126,1.2352207946839702,1.004244548523553
875,445.1602,5.23,407841.08194429486,362799.7790901993,282491.5646780941,311932.6030066397,5.23,420709.1696137408,523442.5008176846,229783.16248697517,516227.4634074532,C22H24N2O8,445.1602,5.23,1.22,1/1,0.008,341266.257179807,16.23660966479351,422540.5740814634,32.36823167448015,1.2381551506829298,1.0148812710515818
876,390.1269,26.96,21784.59030353628,25426.27618771236,25347.45476726994,23925.5731703719,26.96,47238.08046503893,34071.73490451892,36175.77367503039,37219.18029850852,C20H22O8,390.1269,26.96,0.96,1/1,0.665,24120.973607222622,7.061995046594944,38676.19233577419,15.14137171772594,1.6034258386731641,1.6702352486178793
877,374.2115,18.53,1718791.863860788,2312790.5294372374,2692.9297821329656,87620.43080053056,18.53,12213159.260475608,10689470.933002304,11533171.381153388,3795786.435768202,C25H27NO2,374.2115,18.53,1.12,1/1,0.037,1030473.9384701722,112.9401675715243,9557897.002599876,40.7164516735817,9.275243793927872,8.281467673149885
878,312.1239,5.6,30642.510644155,48036.07996306857,12170.271186440748,19628.56610172707,5.6,193218.8377946703,179551.457939231,128441.57167990509,112432.78041057147,C18H17NO4,312.1239,5.6,1.17,1/1,0.28,27619.356973847847,56.42132460818835,153411.16195609447,25.443248049114075,5.5544798563325015,4.74741868062607
879,312.123,21.26,2858692.5636930205,3493589.5171625097,3163618.2333455337,2633363.3157947343,21.26,5196609.084980006,5195129.3253166685,5559582.063958932,5278039.729959486,C18H17NO4,312.123,21.26,1.12,1/1,0.011,3037315.9074989497,12.307543470712135,5307340.051053774,3.251460408402594,1.7473783474251958,1.560159238772496
880,310.1342,16.77,224764.38724001427,250942.5358393678,284704.1355670985,301568.61246168934,16.77,301818.0988063114,287179.5454667928,277061.7954569858,296280.376882142,C18H16FN3O,310.1342,16.77,1.14,1/1,0.161,265494.9177770425,12.940450646394108,290584.954153058,3.7334593142225994,1.0945028876111507,0.9600902522904832
881,566.2917,7.75,9947377.54655438,8341720.658946668,7527313.549706005,9812707.453429123,7.75,8941473.291341448,8487688.315538805,8535673.893856011,4230754.441617721,C36H39NO5,566.2917,7.75,0.8,1/1,0.036,8907279.802159043,13.16578028189773,7548897.485588497,29.427353043700133,0.8474975136358367,1.0593718920447959
882,309.1599,4.42,12067598.542346148,11522835.318656243,12637154.778139647,11341897.976509647,4.42,5447297.582603622,4991120.831345333,5544148.42845623,4857364.379027056,C19H20N2O2,309.1599,4.42,0.66,1/1,0.012,11892371.65391292,4.915068770787704,5209982.80535806,6.463777168269563,0.4380945161299118,0.6637795698938057
883,274.0156,32.26,4525.785810254221,10825.322768369111,3096.9258577180185,3938.2872014205977,32.26,4157.000794326801,6333.779821427188,8411.59758313382,5332.700780376004,C11H6F3NO2S,274.0156,32.26,0.83,1/1,0.482,5596.580409440487,63.16010100840024,6058.769744815954,29.762946375909394,1.082584239225051,1.3043183605121098
884,373.1286,27.4,1026483.1754361292,1157914.4641798506,914579.3158664956,948140.9548612935,27.4,1122899.362408069,1132773.4276647237,1190935.6318849372,1045667.6801989753,C20H16N6S,373.1286,27.4,1.12,1/1,0.323,1011779.4775859423,10.686056450820232,1123069.0255391763,5.315487210770472,1.1099938775381821,0.9910659620876625
885,434.1701,12.73,6668028.322520942,6412265.454573025,4939111.304531321,6152082.56955936,12.73,7141410.985877323,6875740.304829131,5707380.830368644,4548903.07426778,C24H23N3O5,434.1701,12.73,1.13,1/1,0.022,6042871.912796162,12.666073144545683,6068358.798835719,19.596193155784277,1.0042176776882508,0.8886882103435848
886,633.2555,31.15,5440027.666672539,5684894.716672372,4125759.714475456,3810912.520057962,31.15,4172104.1241267305,6423314.034548411,5412657.45295391,4836071.861202659,C34H34F2N4O6,633.2555,31.15,1.09,1/1,0.41,4765398.654469582,19.613510866010884,5211036.868207928,18.306957761407727,1.093515410997225,1.003225147703876
887,192.0781,6.9,454159.72854894056,557709.9664072625,329221.5970802297,372798.8180353022,6.9,650366.6163062947,532949.1985432049,610602.7569690506,111222.61745816527,C9H9N3O2,192.0781,6.9,1.23,1/1,0.035,428472.52751793375,23.459943475762074,476285.2973191788,52.114065643280064,1.1115888808046015,0.903730797402115
888,192.075,20.56,135856.95434498796,158863.5542367051,99257.97594153456,138409.91722755588,20.56,189138.62047604425,175938.36674343544,188677.10137776384,173949.5978912136,C9H9N3O2,192.075,20.56,1.19,1/1,0.089,133097.10043769586,18.63159561554234,181925.92162211429,4.455120569565367,1.3668661527850166,1.1486270191470729
889,377.1599,22.76,225243.05091873783,234558.3253577142,28266.21784055172,55126.7473034573,22.76,1342306.1523833757,954088.439201628,1648786.8445377965,307969.10443900165,C21H20N4O3,377.1599,22.76,1.2,1/1,0.003,135798.58535511527,80.47054610678744,1063287.6351404504,54.38245639023649,7.829887420107786,6.524906183423155
890,392.2585,28.9,4446675.66698014,6256882.704017105,212577.74409368823,366084.71297923056,28.9,523534.7062267429,641843.5841378423,556604.072977043,500517.3165261871,C26H33NO2,392.2585,28.9,1.08,1/1,0.425,2820555.207017541,106.9093520719694,555624.9199669538,11.143718012999255,0.19699132943207745,0.1823993791037754
891,248.05,2.01,176904.18076639526,179361.16617193536,134187.53320145642,144559.4256851425,2.01,15246.67609585038,17968.146223604304,12706.961348147166,15859.92250141718,C8H10FN3O3S,248.05,2.01,1.11,1/1,0.458,158753.07645623237,14.359907543458784,15445.42654225476,14.023542207523116,0.09729214001413702,0.08765057658931262
892,248.0487,22.93,4876.619250733651,4668.360352592325,4068.020984101238,4510.445057941215,22.93,7224.902960559621,4171.760976328557,5296.473063159086,2527.173074534457,C8H10FN3O3S,248.0487,22.93,1.17,1/1,0.566,4530.861411342108,7.57186495676392,4805.07751864543,41.076157786234226,1.0605218483657162,0.9064289302271079
893,494.2657,18.09,45781441.03334832,60535838.4621592,2571884.491529183,15572725.769914228,18.09,64445470.23336782,41549199.45357718,73477301.51221979,17644210.94817679,C29H31N7O,494.2657,18.09,1.04,1/1,0.445,31115472.439237732,85.7751268011841,49279045.5368354,50.74623654223191,1.5837473023450785,1.5228339445625754
894,343.1204,8.02,121124.93185248206,116040.02854983072,103280.81331103106,120271.26434273452,8.02,168907.6077054056,155011.36911120417,148020.17009607446,145593.14217259717,C12H22O11,343.1204,8.02,1.42,1/1,0.003,115179.25951401959,7.152321391812019,154383.07227132033,6.784342728285762,1.3403721548715883,0.9439240527264707
895,311.143,4.12,110227.9862985855,108588.40902928586,170739.8410915951,112481.8922249308,4.12,187069.6023812117,175234.78217065686,185504.0333788156,109469.21216160672,C18H18N2O3,311.143,4.12,1.36,1/1,0.006,125509.53216109931,24.058532758546384,164319.40752307273,22.4815905728453,1.3092185485334973,0.9626606974511008
896,311.1379,7.1,632317.8530937767,716510.8535897157,42139.27583604615,119014.16702702464,7.1,757547.6377802553,67070.70266709804,803566.2905191137,1133.429628439051,C18H18N2O3,311.1379,7.1,1.29,1/1,0.011,377495.53738664073,91.65597743069523,407329.51514872647,106.10925457099896,1.0790313389361448,0.8364584022760811
897,196.0888,3.56,1680087.856407144,1544042.705842834,1653249.132825197,1475086.918890068,3.56,1641291.7625443134,1463091.5463067903,1533788.4047577064,1663915.949417457,C11H14ClN,196.0888,3.56,1.08,1/1,0.31,1588116.6534913108,6.0198292205478605,1575521.915756567,5.967790535271648,0.9920693875307864,0.9185827662322096
898,283.1076,31.0,72874.36650315921,74866.85794786295,74712.64464427088,78472.27697590379,31.0,109538.27722384536,101591.06416452298,91387.09282718718,88597.91537240018,C16H14N2O3,283.1076,31.0,1.46,1/1,0.004,75231.5365177992,3.1136233566590827,97778.58739698894,9.844365343738382,1.2997021185903237,0.8902069305413176
899,380.1665,27.68,245419.9394785103,216758.78811814083,244681.6641135265,284027.174540094,27.68,206812.97179838968,186359.45374869803,103062.55119628076,222744.39187488388,C14H25N3O9,380.1665,27.68,0.93,1/1,0.698,247721.8915625679,11.156262917764339,179744.84215456308,29.623385615592408,0.7255912710046636,0.7802056677469501
900,289.1067,3.26,103759.26701566912,81843.24316233478,53377.86109195887,89871.4421626634,3.26,110951.9675779882,123718.0303177047,80273.2202098334,126416.21090096093,C16H16O5,289.1067,3.26,1.48,1/1,0.005,82212.95335815653,25.845674850894717,110339.85725162181,19.166868923022935,1.3421225335493283,0.9068395496954921
901,289.1081,7.45,96641.89641892152,100948.98956879448,93930.23499597776,88452.90246295511,7.45,142089.83502607222,140747.5789438803,128244.19662036574,120898.95208585064,C16H16O5,289.1081,7.45,1.49,1/1,0.054,94993.50586166221,5.506857655210813,132995.14066904222,7.66432829510059,1.4000445552848768,0.9396272183119979
902,289.1071,9.58,1375.2069776544354,3282.102846071776,122.14606181230712,275.6194402050318,9.58,101762.0133954416,81472.68787105587,108752.1041217587,27481.18859562406,C16H16O5,289.1071,9.58,1.38,1/1,0.015,1263.7688314358875,115.2654986690635,79866.99849597005,46.064536300191264,63.19747449794721,45.79527137532407
903,462.1575,14.56,139170.9926018184,163761.28612316778,163.802592226859,2634.883290122513,14.56,162913.0507875429,26743.930359572674,151822.9489796564,4879.302446597445,C26H24ClN3O3,462.1575,14.56,1.17,1/1,0.032,76432.74115183389,114.12203184484243,86589.80814334234,95.08993999357281,1.1328889535877222,0.9682811569125832
904,285.1086,4.01,230912.7668752049,193235.7658399281,201602.7547272886,148168.04721226526,4.01,218133.4494023716,238505.90495058463,164664.10866092818,297497.6399809596,C16H16N2OS,285.1086,4.01,1.22,1/1,0.014,193479.83366367168,17.70521265615483,229700.275748711,23.894745021591564,1.1872052575153735,0.9731190635371915
905,285.1037,14.96,1119077.1407955338,998452.7199607396,1076839.7801219143,900947.4217661996,14.96,1028127.175365456,1049058.675975698,1052708.53233509,1187287.017691336,C16H16N2OS,285.1037,14.96,1.2,1/1,0.001,1023829.2656610968,9.37286414969291,1079295.3503418951,6.745561126873412,1.054175131089834,0.878479275908195
906,263.0813,10.67,460283.2957523331,478028.4312233105,490672.3190834967,423118.8557170516,10.67,545499.9645511117,515602.5603593409,458724.7872928396,501685.8807086684,C16H10N2O2,263.0813,10.67,1.15,1/1,0.118,463025.72544404794,6.345147871624109,505378.29822799016,7.138446348451503,1.0914691570178428,0.9491036147981242
