Compound Name,mz_x,rt,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA5.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA4.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA1.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA3.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA2.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB4.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB5.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB3.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB2.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB1.mzML,mz_y,RT,formula,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
701,405.2655,3.33,176770050.4668938,149923416.0334611,174098292.15061608,179772496.83610862,175498728.62012702,134131669.0491737,156773630.30615467,113115564.12935229,126109229.446685,113310672.90487048,405.2655,3.33,C25H32N4O,1.22,0.035,1/1,171212596.82144132,7.057845601585938,128688153.16724722,14.030670290117072,0.7516278332105254,0.6160883878774799
702,581.157,6.67,502068905.8124613,476371286.7029325,472855616.3019924,494354775.8336967,485976838.3701754,547835782.2119281,387692594.0012491,623291897.5242168,543776619.7376152,484464718.32115614,581.157,6.67,C23H26FN6O9P,1.06,0.15,1/1,486325484.6042517,2.5035672426990567,517412322.359233,16.943874139363786,1.0639218768892573,1.00369988385779
703,501.1618,21.99,2389295587.429719,2245206859.691853,1846924097.046393,2295903203.528063,2354173861.5578933,2011529710.980943,1157381028.3395174,2434189374.699605,2487236099.980508,2925531663.334656,501.1618,21.99,C26H29ClN2O4S,0.92,0.289,1/1,2226300721.8507843,9.842160320037866,2203173575.467046,30.33157043751573,0.9896118497574252,1.075665054084158
704,371.1067,24.45,391530945.0052794,395942095.0492083,408692213.9461629,404140171.1858388,421611826.2530445,355482135.72025377,353013718.58558583,346127811.52777815,355824900.4152037,362683427.60092574,371.1067,24.45,C19H18N2O4S,0.88,0.01,1/1,404383450.2879068,2.904697437042262,354626398.7699494,1.6796050377233342,0.8769557669025966,0.9965406442074961
705,499.2284,4.0,22822420.453349963,17074280.72245871,23926286.55801877,21941863.426337156,24597057.220727988,18796306.634026077,18026591.3737558,22475124.09285745,18124669.016437523,15643128.19139777,499.2284,4.0,C28H30N6OS,0.89,0.038,1/1,22072381.676178515,13.472490651164057,18613163.861694925,13.256164187939618,0.8432784524464376,0.9475038791533007
706,551.1891,3.71,6566367.831371406,6443289.976949055,6464438.92286649,6360294.122955039,7421101.747420526,5720116.15103899,7140997.551501988,3252807.727335092,6082618.776088776,4747950.276866972,551.1891,3.71,C26H31BrN8O,0.97,0.615,1/1,6651098.520312503,6.565187502600881,5388898.096566364,27.263944671956814,0.8102267738342216,0.835285333849713
707,513.2369,21.64,2136412691.946788,1884854765.5803576,1934645228.2267485,1856844763.662548,1910279588.9961696,1278299374.7825496,1014209816.611832,1531159427.7157512,1443056030.5021176,1697746572.230073,513.2369,21.64,C29H31F3N2O3,0.79,0.119,1/1,1944607407.6825223,5.711310265237934,1392894244.3684647,18.690393783824437,0.7162855797348013,0.9066906072592421
708,452.1701,17.2,839022660.5886831,863217956.7241595,776735593.5289526,822386499.0570055,872548043.0965078,795074727.3549217,612553692.604226,829973323.3703618,830001028.684305,632477479.1377245,452.1701,17.2,C24H20F3N5O,1.01,0.639,1/1,834782150.5990616,4.552044296495254,740016050.2303078,14.653008414706367,0.8864780466367816,0.8777010362740413
709,431.0519,10.4,204634139.4852833,189964835.73500687,184926447.88330355,209095928.4284758,187840185.04553968,204351084.21983385,220462503.58622244,188454802.3543985,218595837.92910185,186170853.40023145,431.0519,10.4,C18H15ClN6OS2,1.02,0.803,1/1,195292307.3155218,5.545659251108885,203607016.2979576,7.9305979413411585,1.0425757117457894,1.0221330507311661
710,442.0813,25.98,815848.5817922517,708975.6639298883,799643.0313701923,677966.1704123951,793739.9918641279,952750.7153038908,1098364.8027171197,909147.8006157464,966910.8605542736,911387.099667274,442.0813,25.98,C21H20ClF2O4S,1.17,0.003,1/1,759234.6878737711,8.108322690931974,967712.255771661,7.987199184230081,1.2745890977159238,1.0893923912101913
711,378.135,5.5,260865519.8011739,256811019.8593204,257456562.7107332,261587923.53566143,285922210.5063144,277774317.9991467,262987689.82336223,273278822.60627663,262451783.6564522,239290984.2827031,378.135,5.5,C15H19N7O3S,1.05,0.363,1/1,264528647.28264064,4.588550171080749,263156719.6735882,5.656252115988221,0.9948136898474116,0.9474416093784872
712,528.2506,7.75,239007718.1616782,236481494.71844453,236073776.4973325,245737262.925954,241079992.90138957,266089340.33943355,259631484.21987477,250914070.8532019,244178128.35644948,253826351.65834105,528.2506,7.75,C31H33N3O5,1.06,0.025,1/1,239676049.04095975,1.6471014421794823,254927875.08546013,3.2795048310570083,1.0636351696614204,1.0034294053409625
713,406.1855,4.34,90358189.75956672,75001474.22963977,90289424.86648488,99038542.84313324,92460857.47732088,75523683.44231567,74923456.5524857,87243849.34311274,91306321.3511272,93476502.062717,406.1855,4.34,C20H22F3N5O,0.84,0.029,1/1,89429697.83522911,9.864446140728887,84494762.55035166,10.363557606941805,0.9448177126353497,1.1247829912325593
714,392.2338,8.94,519448338.0701293,551484595.9512925,388158842.4236406,566134493.9541376,539145577.7270983,482532773.80101216,241880623.631647,632229700.7450402,657552714.6371387,603290072.5010393,392.2338,8.94,C24H29N3O2,0.94,0.27,1/1,512874369.6252597,13.997420460961516,523497177.0631754,32.69040921784118,1.0207122992823319,1.0858641481726936
715,371.0355,28.9,66501871.70478738,47187356.92335413,48569878.9343147,47379851.02914349,64496743.10316928,47181367.38507228,50692759.11356591,47651605.72167091,49801061.3864449,57069678.49975856,371.0355,28.9,C19H12N2O2Cl2,0.96,0.717,1/1,54827140.33895379,17.84227928018286,50479294.42130251,7.850081260908164,0.9206990207628574,0.9590614799613097
716,470.1877,11.35,335836817.9087103,347507598.46032184,365818735.38228345,353420855.975096,363564401.4354079,346722766.7405223,343427280.87715137,376130106.0885143,432077675.09815896,383927474.2717943,470.1877,11.35,C23H25ClFN7O,1.07,0.119,1/1,353229681.8323639,3.468955116986414,376457060.6152283,9.50795552798223,1.0657571545583977,0.996034723886353
717,321.0986,3.81,165225390.7635039,119418577.3061202,127708737.84284128,129116496.55255912,185867935.47431248,310951793.90454024,302457068.3589432,270055542.0678816,293555789.2278431,246218757.4043857,321.0986,3.81,C15H14F2N4S,1.01,0.823,1/1,145467427.5878674,19.6967945111829,284647790.1927188,9.258483446006542,1.9567802559839838,1.9374061940435483
718,285.0808,3.27,75432996.37574655,64827400.58244954,74389627.55464864,67471688.75795454,83309327.83307004,87931950.70363331,95757888.53166008,90063886.32788894,75094109.42486694,75054503.77167755,285.0808,3.27,C14H12N4OS,1.27,0.026,1/1,73086208.22077386,9.948042245889951,84780467.75194536,10.982342360228829,1.1600063789852975,0.9133908495947224
719,433.0725,31.36,101804964.7455279,80535611.41320309,89655504.72578798,90747769.09595732,107952556.9286513,76165802.0222911,76168957.39552595,71121692.73290628,76559834.10368252,95223088.18153888,433.0725,31.36,C21H18Cl2N2O4,0.95,0.611,1/1,94139281.38182552,11.468375413312296,79047874.88718894,11.786880960869777,0.8396906554509761,0.8838849004747117
720,464.2778,3.6,29612071.71776405,25618486.609801702,31002414.64707092,22735541.92430911,30846516.519961827,49439872.63179481,49125859.41273852,43032062.03017801,47702603.8633199,48573286.33629969,464.2778,3.6,C25H33N7O2,1.03,0.623,1/1,27963006.28378152,13.029081626119515,47574736.854866184,5.514786744358844,1.7013455696449713,1.6517918151892925
721,521.1309,11.18,101903645.89623234,101896395.57100327,95729275.87898228,103648705.69212632,106538288.5130456,123742903.30074908,108047996.50521389,138941993.10484648,135970078.87984502,104366640.95091932,521.1309,11.18,C25H25BrN6O2,1.07,0.31,1/1,101943262.31027797,3.8818435832935316,122213922.54831477,12.876499044201486,1.1988425696672365,1.1204136165114358
722,338.178,5.8,1660139887.8072934,1632728450.8560176,1723371859.703761,1720472874.7105987,1677304048.169131,1667871467.530736,1363864518.454754,1850169902.6180575,1685230148.9660506,1668079471.245552,338.178,5.8,C19H20FN5,0.98,0.707,1/1,1682803424.2493606,2.3236798944900947,1647043101.7630298,10.680692564177024,0.9787495544809209,0.9987240351846132
723,272.0349,14.94,56045801.82884769,54632177.861817285,55580217.90702002,69286994.23342888,54484195.360479966,49563158.65610573,50993227.54550323,51113493.15724245,58995301.76739754,47745336.26193556,272.0349,14.94,C9H7ClFN5O2,1.07,0.488,1/1,58005877.43831877,10.929621330878797,51682103.4776369,8.337445867506863,0.8909804619815238,0.8326920205434801
724,491.106,12.97,376585215.7252212,407032371.5645208,384548433.5942945,448464214.325406,399269837.61463535,415508374.6507924,419892636.74906313,394103272.0160351,423765079.8932757,429030097.906775,491.106,12.97,C23H21Cl2FN4O3,1.02,0.721,1/1,403180014.56481564,6.943911688257309,416459892.24318826,3.2302128345334387,1.03293783719093,1.0126841541087548
725,486.0967,7.69,261723828.79751924,254296825.0711721,277612754.51610035,270976404.0173908,266095495.3353137,236479014.5754709,240286650.0309684,249856446.61403248,242889446.7058558,273137958.9004435,486.0967,7.69,C20H17Cl2N9O2,0.95,0.047,1/1,266141061.54749924,3.333203640789955,248529903.3653542,5.87339391894848,0.9338277300024901,0.982976557897358
726,439.2235,30.56,446093341.6011344,448275432.9153823,473897349.5602881,447688217.5637392,509033816.6058341,425824818.7094853,439464945.36712897,439599446.9785406,440505494.7026251,492801337.36737865,439.2235,30.56,C25H30N2O5,0.99,0.79,1/1,464997631.6492756,5.845191944541144,447639208.62503165,5.801620431436167,0.9626698678815282,0.9723938059409376
727,376.1631,9.44,1100472268.3354435,949757547.6802396,1003612110.4777634,1064611072.099902,1012749078.8980356,867818582.5893534,959869773.8448584,756402386.2857771,705473823.4646758,734859555.7394787,376.1631,9.44,C18H25N5S2,0.86,0.127,1/1,1026240415.498277,5.666454060525082,804884824.3848287,13.194999515234857,0.7843043523032835,0.9119818050038181
728,383.1757,28.06,840141495.0742344,743459221.7666084,776888209.8521119,739087867.9267504,841540069.3126281,944783458.6778792,916619023.0209928,961727157.7264776,967618546.3393232,1078242132.4577346,383.1757,28.06,C25H22N2O2,0.95,0.302,1/1,788223372.7864667,6.370210623798698,973798063.6444814,6.331059724282113,1.235434138678209,1.3004569880823253
729,533.228,18.22,766926223.3535433,767609743.791326,580271345.3938012,764467258.8762276,742069887.4893243,1165186426.3164833,972379365.3050884,950233759.9383582,769920340.2529637,539711232.0828062,533.228,18.22,C29H27F3N6O,1.27,0.004,1/1,724268891.7808444,11.209689212223575,879486224.7791399,26.829432580578082,1.2143089876698203,0.9561488091888349
730,524.3355,13.29,945197767.8580784,990747392.0017836,1052452678.3788956,1193683194.120575,1022192268.8017572,571692634.698658,597332417.6645263,602895014.6207573,676669142.6249287,580399726.7303979,524.3355,13.29,C28H41N7O3,0.92,0.252,1/1,1040854660.232218,9.050991638067586,605797787.2678537,6.86143050200127,0.5820195752716314,0.6326299731213384
731,313.1746,4.9,64726082.9176446,64161662.81562105,62547911.98771135,65117575.65299472,66956288.52140166,69207272.12297301,63551458.24273149,66239980.11926197,63480550.935402095,66232320.84237193,313.1746,4.9,C19H24N2S,0.95,0.17,1/1,64701904.37907467,2.4664907339953834,65742316.4525481,3.6002904650710335,1.0160800842488016,1.0695579834197912
732,407.2218,0.58,264277178.4863552,236822884.23010027,217603553.56537905,260226526.0715365,273131896.5204308,68501704.54486445,68692623.96030658,57533043.17846704,54802644.60507199,61440162.8338276,407.2218,0.58,C18H34N2O6S,0.26,0.0,1/4,250412407.77476034,9.075287685851503,62194035.824507535,10.135462499049018,0.24836643031063182,0.9552555011947378
733,278.1907,12.33,1076059650.79746,1112985769.201491,783483982.9531893,1308569109.3677874,1092862373.1720688,522053652.1816997,300852467.54567266,625641592.7677746,687711721.8651961,598858995.9912692,278.1907,12.33,C20H23N,0.55,0.0,1/2,1074792177.0983994,17.486990031450414,547023686.0703224,27.40352581180528,0.5089576363935903,0.9253775207156186
734,416.2801,14.58,39072718.46085686,42823054.674981125,44237669.09494736,50574661.03659357,42522873.76471774,35387070.7211528,33773332.630461365,35736126.66503455,45102582.729248576,36821049.100988194,416.2801,14.58,C25H37NO4,0.92,0.142,1/1,43846195.40641934,9.60940645293881,37364032.3693771,11.941500682611196,0.8521613340232204,0.9262623195904569
735,368.1742,0.58,71309947.2297179,58836379.39690979,33666581.13686166,81038741.46907207,71258151.8701771,72297825.43258387,75866660.29180999,62994031.44739393,66804436.16642625,73060493.59590453,368.1742,0.58,C18H26ClN3O3,1.26,0.266,1/1,63221960.2205477,28.952415669691156,70204689.38682371,7.406572284543884,1.1104478434695317,0.8813078122774062
736,422.177,5.95,51517038.35396798,46253877.64403375,57268405.01940875,53314165.6645388,54606979.07767534,49274564.00049644,44456265.99250267,59731109.68160775,61465726.43589058,74079295.94620591,422.177,5.95,C25H24FNO4,0.92,0.018,1/1,52592093.15192492,7.826961026109131,57801392.41134067,19.969303442488435,1.0990509969695907,1.19462064887999
737,316.1774,0.58,91271580.26051895,83780082.02794997,87116681.55212271,90909958.42259756,99276119.80732146,82039344.33869693,89160372.02718636,79162555.02529529,82299218.39415687,83175614.12691014,316.1774,0.58,C16H21N5O2,1.0,0.999,1/1,90470884.41410212,6.406698367271869,83167420.78244911,4.417092387908358,0.919272772904223,0.919272772904223
738,256.0972,3.73,39516480.54045798,37390592.39319566,37291594.85792664,38518496.04613038,42282860.64340074,38761926.074027285,40136437.15690652,40437873.08127111,41609838.31945325,42125897.71733993,256.0972,3.73,C15H13NO3,1.09,0.109,1/1,39000004.89622228,5.252438926619746,40614394.46979962,3.249424607654011,1.041394599253851,0.9554078892237163
739,348.146,3.29,6503042.490961762,5479833.263871931,5948038.271223364,6346964.350639009,6415008.9978795545,2952625.8781118235,4160769.916491065,3121286.330366873,3265709.857765279,3918138.141076136,348.146,3.29,C19H17N5O2,1.03,0.755,1/1,6138577.474915124,6.925456227776931,3483706.0247622356,15.108132429104613,0.5675103130974826,0.5509808865024103
740,292.1118,3.28,47697716.690665305,42046790.27612986,30857543.601177197,44968440.95405288,51032801.609428726,46477836.89915865,46473775.82020064,49319721.2119446,44260229.82202528,38127021.24795584,292.1118,3.28,C14H17N3O2S,2.31,0.001,2/1,43320658.62629079,17.81720852498283,44931717.000257,9.361932291873641,1.0371891477427464,0.448999631057466
741,502.2373,15.01,249317107.38892183,269117903.2500949,199163937.2638597,305072414.262855,265708212.16424304,199160770.24002865,108002697.09850962,277212924.77605593,322085729.5146604,250515734.40043044,502.2373,15.01,C27H31N7OS,0.94,0.477,1/1,257675914.86599487,14.949293565222035,231395571.205937,35.47560324703204,0.8980100888601674,0.9553298817661356
742,367.1673,10.07,51629278.35629353,45834252.14794043,46224630.24371028,54469139.7283452,46073839.28175767,50464931.49280696,51406845.42394035,47563937.40427799,46804317.761595696,45440893.346338674,367.1673,10.07,C22H18N6,1.09,0.359,1/1,48846227.95160942,8.12431137062552,48336185.08579193,5.201631013552152,0.9895581933916623,0.9078515535703323
743,475.1151,20.59,8689688.145939147,8521125.08629987,8213701.014593341,8819038.47676732,8916486.148943722,5909474.761950063,5544348.706280368,6015072.4808876,6026159.758765577,5871841.7457392,475.1151,20.59,C22H24BrFN4O2,0.91,0.017,1/1,8632007.77450868,3.206868804471632,5873379.490724562,3.3297118915567596,0.6804186979614792,0.7477128549027244
744,282.1605,11.02,338492240.0363752,281862414.3157533,248133778.46948272,281881213.7047208,266441094.34814835,305961676.2092483,272067238.37743235,306174779.235875,371246950.9449923,331755148.9438509,282.1605,11.02,C17H19N3O,0.99,0.969,1/1,283362148.17489606,11.929985895216094,317441158.7422798,11.593230415719507,1.120266629777064,1.1315824543202666
745,329.1535,3.33,1156416925.765757,1044552846.1568753,1189224620.0432663,1164442100.6594946,1272243205.6536803,769519878.5959191,846102425.8239472,687217291.7614269,722653551.3724549,695659072.6796753,329.1535,3.33,C15H24N2O4S,0.96,0.599,1/1,1165375939.6558146,7.006564235761102,744230444.0466846,8.783505114603491,0.638618336557118,0.6652274339136646
746,415.212,22.6,420317634.34799975,350902634.8417615,356863912.5750936,340488054.752594,353795335.1946014,351442767.4758945,360269910.8556922,347799014.3327265,332806764.5877725,372109990.3774455,415.212,22.6,C24H30O6,0.9,0.076,1/1,364473514.3424101,8.730311431147973,352885689.5259062,4.143571883524047,0.9682066752164122,1.0757851946849024
747,415.212,11.56,151896499.0241034,126401206.88882644,128768442.41731264,142917445.08285525,121710209.96464838,135764730.7185146,137423622.975573,139724970.50782716,157359183.00046274,130860376.16811788,415.212,11.56,C24H30O6,0.93,0.451,1/1,134338760.6755492,9.381795235814055,140226576.6740991,7.2134602152724785,1.04382812502469,1.1223958333598816
748,371.1068,23.35,153963104.90149933,152301188.15456235,158073312.70685726,156046515.81124863,153630053.04359514,142872968.47848004,143917331.39035025,145221039.01965168,144467976.43726313,141339448.7190289,371.1068,23.35,C19H18N2O4S,0.95,0.059,1/1,154802834.92355257,1.46531271567454,143563752.8089548,1.051425393870251,0.9273974399748683,0.976207831552493
749,847.4477,26.96,18344988.617494144,16972195.37576009,17625858.979982644,17314742.16059086,19155787.04589141,14985462.684205355,14861649.056230538,14213797.571920311,16113120.251123715,16280108.619795391,847.4477,26.96,C46H62N4O11,1.11,0.072,1/1,17882714.43594383,4.884616790668361,15290827.636655062,5.750137913580872,0.8550618918300715,0.7703260286757401
750,296.1843,5.2,89600080.6772836,82826227.76523241,71910032.53861216,88168893.58573174,90695420.75482728,112149562.53808331,101715119.58892554,111758325.08075476,100375454.7841318,79857753.25251576,296.1843,5.2,C16H25NO4,0.93,0.184,1/1,84640131.06433745,9.133812390680635,101171243.04888225,12.961199116395758,1.1953105669458264,1.2852801795116413
